idelem,descripcion,accesoAsociado,intensidad,ocupacion,carga,nivelServicio,intensidadSat,error,subarea,st_x,st_y,velocidad
3409,SEPULVEDA Ø118 N-S (CEBREROS-CJAL. FCO. J. JIMENEZ),240102,90,0,3,0,3000,N,1718,"436004,103195086","4472588,47356732",
4739,CJAL. FCO. J. JIMENEZ Ø126 E-O (BERLANAS-SEPULVEDA),240101,90,0,6,0,1500,N,1718,"436039,137988103","4472395,05226989",
4740,CJAL. FCO. J. JIMENEZ Ø86 O-E (F. CALVO-ALHAMBRA),240604,180,3,15,0,1500,N,1712,"436730,451619122","4472483,85415038",
4741,CJAL. FCO. J. JIMENEZ Ø76 E-O (HURTUMPASCUAL-ALHAMBRA),240602,135,0,9,0,1500,N,1712,"436895,947727199","4472512,33474052",
4742,ALHAMBRA Ø23 N-S (CJAL. FCO. J. JIMENEZ -CUART POBLET),241101,135,2,6,0,3000,N,1712,"436809,990969673","4472410,09421372",
4743,ALHAMBRA Ø23 S-N (CUART POBLET-CJAL. FCO. J. JIMENEZ),240603,315,2,12,0,3000,N,1712,"436817,148294475","4472417,20280615",
4744,ALHAMBRA Ø31 S-N (CERRO MICA-ÁNGEL SANZ BRIZ),241103,180,1,6,0,3000,N,1712,"436848,007596086","4472225,74306448",
4757,"LAGUNA, 85 S-N (SABANERO-V.CARPETANA)",242101,0,0,0,0,1500,N,1712,"437007,927332104","4471492,13654845",
4746,"ALHAMBRA, 94 N-S (CULLERA-GTA. LOS CARMENES)",241301,90,1,3,0,3000,N,1712,"436869,228492762","4472052,56654993",
4747,GALLUR Ø46 E-O (ESCALONILLA-GTA.CARMENES),241302,45,1,5,0,1200,N,1712,"436975,708839387","4471941,57973658",
4748,DUQ. PARCENT Ø3 O-E (M. CASTILLO-GTA.LOS CARMENES),241304,90,1,7,0,1500,N,1712,"436785,094310191","4471871,34299176",
4749,N.S.VALVANERA  Ø56 S-N (LAGUNA-GTA.CARMENES),241303,315,4,19,0,2000,N,1712,"436948,624418082","4471825,08634181",
4750,N.S.VALVANERA Ø43 N-S (LAGUNA-V.CARPETANA),241501,315,2,12,0,3000,N,1712,"437072,020860823","4471688,02584565",
4751,(AFOROS) V.CARPETANA Ø138 E-O (ATECA-N.S.VALVANERA),241502,450,6,34,1,1500,N,1712,"437207,877265405","4471728,31227492",
3566,(AFOROS) V.CARPETANA Ø138 O-E (N.S.VALVANERA-ALBENTOSA),241604,270,6,23,0,1500,N,1712,"437217,295405096","4471732,15516418",
3567,"N.S.VALVANERA, 114 S-N (A.PAVAS-V.CARPETANA)",241503,315,2,9,0,4500,N,1712,"437164,828862734","4471604,07802877",
3568,"V.CARPETANA, 143 O-E (LAGUNA-N.S.VALVANERA)",241504,180,1,16,0,1200,N,1712,"437070,490858331","4471587,82291284",
4752,"V.CARPETANA, 143 E-O (N.S.VALVANERA-LAGUNA)",242102,0,0,0,0,1200,N,1712,"437059,903896904","4471582,6982263",
10977,(BUS)CJAL. FCO. J. JIMENEZ Ø126 E-O (BERLANAS-SEPULVEDA),0,45,4,7,0,1500,N,1718,"436040,476525758","4472398,56593123",
4754,V.CARPETANA Ø123 E-O (SALVADOR A.-TARAZONA),241602,495,2,43,1,1200,N,1712,"437345,974904364","4471906,86325488",
10978,(BUS)CJAL. FCO. J. JIMENEZ Ø86 O-E (F. CALVO-ALHAMBRA),0,17,1,2,0,1500,S,1712,"436731,12088795","4472480,00585462",
10979,(BUS)CJAL. FCO. J. JIMENEZ Ø76 E-O (HURTUMPASCUAL-ALHAMBRA),0,10,0,1,0,1500,S,1712,"436895,111141165","4472516,85230511",
4758,"VIA CARPETANA, 167 O-E (LEON V ARMENIA-LAGUNA)",242104,45,0,3,0,1500,N,1712,"436944,056157125","4471440,73261486",
4759,"ALHAMBRA,28 N-S (A.CALVO-GREG.VACAS)",240601,90,1,7,0,1500,N,1712,"436801,36802155","4472577,99845899",
4760,HIGUERAS Ø41 S-N(PALMIPEDO-SEPULVEDA),242503,225,1,16,0,1500,N,1718,"436757,82413148","4472874,95036183",
4761,HIGUERAS Ø25 N-S(ALMAZAN-CEBREROS),242501,90,1,7,0,1500,N,1718,"436765,108993995","4473038,76126792",
4762,"SEPULVEDA, 119 E-O (HIGUERAS-A. MORÁN)",242802,225,3,20,0,1300,N,1718,"436658,861932626","4472903,21879891",
4763,SEPULVEDA Ø98 O-E(BERLANAS-PALMIPEDO),240104,90,0,3,0,3000,N,1718,"436448,726607281","4472837,3542256",
4764,"CEBREROS, 54 O-E (CARLINA-HIGUERAS)",242504,180,3,20,0,1000,N,1718,"436629,255765667","4472952,27943257",
4766,CARLINA Ø7 N-S (VILLAMANIN-CEBREROS),241801,270,4,21,0,1500,N,1718,"436249,122589369","4472914,69096518",
4767,CEBREROS Ø130 GIRO E-N (CEBREROS-CARLINA),0,180,3,15,0,1500,N,1718,"436361,827325916","4472885,50436494",
4768,CEBREROS Ø130 E-O (CEBREROS-CARLINA),0,45,0,3,0,1500,N,1718,"436367,779266637","4472884,06545138",
4769,CEBREROS Ø177 O-E (RUEZA-CARLINA),241804,0,0,0,0,1500,N,1718,"436248,181818507","4472821,68015373",
4771,"VILLAMANIN,39 N-S (VILLAMANIN-VILLASANDINO)",241901,30,0,2,0,1500,N,1743,"436059,229328309","4473083,18800668",
10226,VILLAMANIN Ø46 S-N (A-5-VILLASANDINO),241903,120,1,9,0,1500,N,1743,"436124,216157656","4472975,16179352",
10225,VILLAMANIN Ø46 S-N GIRO IZDA (A-5-VILLASANDINO),241906,180,3,15,0,1400,N,1743,"436117,789191019","4472976,06171115",
10228,VILLAGARCIA Ø57 O-E (VILLAGARCIA-VILLAMMANIN),241904,150,2,13,0,1400,N,1743,"436028,370557686","4472976,97723292",
4755,(TACTICO) DUQUESA PARCENT Ø83 N-S(CUART POBLET-DUQUESA PARCENT),241001,0,0,0,0,1500,N,1712,"436561,174898876","4471932,70385405",
4745,(TACTICO)CUART POBLET Ø44 O-E CUART POBLET-ALHAMBRA),241102,225,2,17,0,1500,N,1712,"436805,77031705","4472312,22610969",
4753,"(TACTICO) LOPEZ MEZQUÍA, 5 E-O (CASTELLFLORITE-V.CARPETANA)",241603,15,0,1,0,1500,S,1712,"437321,537000796","4471807,89270294",
4756,"(TACTICO) MOCHUELO,1 S-N(PEDRO MTNEZ-V.CARPETANA)",241703,0,0,0,0,1300,N,1712,"437425,183061149","4471994,03407711",
10236,(TACTICO)VILLAMANIN Ø40 N-S (VILLAMANIN-VILLASANDINO),0,60,53,55,2,1500,N,1743,"436066,625396645","4473064,21656181",
10237,(TACTICO) VILLAMANIN Ø42 S-N (A-5-VILLASANDINO),0,150,18,26,1,1500,N,1743,"436087,4253823","4473035,71338921",
4770,(TACTICO) VILLAMANIN Ø45 S-N GIRO IZDA (A-5-VILLASANDINO),0,180,34,31,1,1400,N,1743,"436105,131919826","4472993,10278712",
10227,(TACTICO) VILLAGARCIA Ø61 O-E  (VILLAGARCIA-VILLAMMANIN),0,240,56,64,2,1400,N,1743,"436076,241305651","4473003,57407153",
4772,(TACTICO) VILLASANDINO Ø41 E-O (PARODIA-VILLAMMANIN),241902,150,13,18,0,1400,N,1743,"436092,756108665","4473056,44753655",
4765,(TACTICO)GIRO CEBREROS FRENTE IGLESIA E-S (HIGUERAS-SEPULVEDA),242901,0,0,0,0,1300,N,1718,"436552,168069168","4472930,12745457",
4802,AV. CORDOBA Ø47 S-N(SOCUELLAMOS-TOMELLOSO),252503,360,3,14,0,3000,N,1713,"440832,564396191","4470282,68587916",
4803,AV. CORDOBA Ø32 N-S(METRO ALMENDRALES-TOMELLOSO),252501,240,1,9,0,3000,N,1713,"440758,408071588","4470519,77118215",
4794,(TACTICO)TOMELLOSO Ø3 O-E(SOCUELLAMOS-AV. CORDOBA),252504,80,5,9,0,2000,N,1713,"440765,130941772","4470421,65750666",
4808,AV. ANDALUCIA Ø17 S-N(FELICIDAD-UNANIMIDAD),261503,390,1,8,0,5400,N,1706,"441130,801935723","4467917,56541325",
4809,AV. ANDALUCIA Ø28 N-S(TERTULIA-BOHEMIOS),260201,750,4,24,0,3600,N,1706,"441131,453895976","4467701,59796182",
4810,AV. ANDALUCIA Ø20 S-N(FRANCISCO PINO-ALCOCER),260303,300,0,6,0,5400,N,1706,"441147,248918979","4466861,44090788",
4811,"ORIO, 1 N-S(ARECHAVALETA-ALCOCER)",260901,0,0,0,0,1500,N,1708,"440920,919982986","4466939,48684567",
4812,(AFOROS)ALCOCER Ø20 E-O(ARECHABALETA-VIRGEN DESAMPARADOS),261002,225,3,15,0,1800,N,1708,"440777,956223248","4466856,47284932",
4813,(AFOROS)VIRGEN DESAMPARADOS Ø14 N-S(ANOETA-ALCOCER),261001,135,1,5,0,3000,N,1708,"440660,172972124","4466878,32662802",
4818,Pº TALLERES Ø19 O-E(ARROYOBUENO-ALCOCER),261104,225,3,18,0,1500,N,1708,"440540,811192423","4466723,52876067",
4819,(AFOROS)ALCOCER Ø53 O-E(COLONIA LITOS-PSO. TALLERES),261101,225,4,18,0,1500,N,1708,"440495,052879511","4466800,81723648",
10568,AV. ANDALUCIA N-S(GIGANTES Y CABEZUDOS-ALCOCER),260301,750,4,24,0,3600,N,1706,"441140,435058559","4467279,91535251",
10569,AV. ANDALUCIA S-N(GIGANTES Y CABEZUDOS-BOHEMIOS),260203,540,2,17,0,3600,N,1706,"441149,047878192","4467372,339124",
4822,AV. ANDALUCIA N-S(M-40-UNANIMIDAD),261501,2310,8,47,1,5400,N,1706,"441089,074534374","4468244,965698",
4823,AV. ANDALUCIA Ø7 (S-N(UNANIMIDAD-M-40),261603,630,1,10,0,7200,N,1706,"441101,231445617","4468276,00816204",
3569,M-40 E-O (SALIDA-AV. ANDALUCIA),261602,806,4,30,1,3000,N,1706,"441253,145315085","4468452,5689107",
4824,M-40 Ø103 O-E (SALIDA-AV. ANDALUCIA),261604,570,2,21,0,3000,N,1706,"440963,838374234","4468425,68407409",
4825,AV. ANDALUCIA Ø129 S-N(CONIFERAS-AV. ROSALES),261803,750,2,16,0,5400,N,1706,"441071,154859458","4468786,76863937",
4826,AV. ANDALUCIA Ø126 N-S(AV. ROSALES-CONIFERAS),261701,1410,3,28,1,5400,N,1706,"441055,773923359","4468812,21669724",
4827,AV.ROSALES Ø1001 E-O(AV. ANDALUCIA-EDUARDO BARREIROS),391202,108,1,4,0,3000,N,1765,"440974,347663227","4468963,69108192",
4828,AV. VERBENA PALOMA Ø13 O-E (PAN Y TOROS-AV. ANDALUCIA),261504,270,3,11,0,3000,N,1706,"441017,579962951","4468043,41222467",
4829,AV.ANDALUCIA Ø117 S-N(AV. ROSALES-AV. POBLADOS),262103,480,34,40,1,5400,N,1706,"441054,24280959","4469025,13499717",
3802,AV.ANDALUCIA Ø114 N-S(AV. POBLADOS-AV. ROSALES),261801,1110,3,23,0,5400,N,1706,"441040,311980906","4469034,76855284",
3803,AV.ANDALUCIA Ø110 N-S(GTA. MALAGA-AV. POBLADOS),262101,1353,3,28,1,5400,N,1706,"441014,438026915","4469323,07853565",
4830,"CONIFERAS, 75 O-E(ALARCE-AV. ANDALUCIA)",261704,265,4,12,0,3000,N,1706,"440970,661877262","4468726,22130603",
4831,AV. ANDALUCIA S-N (GIRO IZDA.-M-40),261605,210,1,5,0,4500,N,1706,"441130,895808555","4468429,64626421",
4832,CTRA. VALLECAS Ø3 E-O (VILLAJOYOSA-AV. ANDALUCIA),0,270,7,24,0,1500,N,1706,"441216,543877529","4467059,97155031",
4833,DIAMANTE Ø5 S-N(SELMA LAGERLOFF-CTRA. VILLAVERDE),260703,336,4,14,0,3000,N,1707,"441535,014521602","4467254,81764378",
4834,CRA.VILLAVERD Ø41 E-O(COALICION-VILLAFUERTE),260702,48,0,3,0,1500,N,1707,"441547,018615864","4467360,44806796",
4835,"VILLAFUERTE, 23 N-S(VILLAJOYOSA-CTRA.VILLAVERDE)",260701,144,3,15,0,1200,N,1707,"441453,844031362","4467369,24379746",
4836,CTRA.VILLAVERDE Ø18 O-E(VILLARROSA-DIAMANTE),260704,336,3,13,0,3000,N,1707,"441394,500284137","4467200,14891231",
4837,(AFOROS)AV.ROSALES Ø5 E-O(ANTEQUERA-AV. ANDALUCIA),261802,300,2,12,0,3000,N,1706,"441151,84843642","4468877,72597491",
10873,GIGANTES Y CABEZUDOS N-S(BOHEMIOS-AV. ANDALUCIA),260202,360,7,29,1,1500,N,1706,"441108,177219328","4467547,21931161",
10286,"BOHEMIOS, 5  E-O(AV. ANDALUCIA-VERBENA PALOMA)",260802,120,6,14,0,1500,N,1709,"440982,170046404","4467557,45768245",
10288,"BOHEMIOS, 12 O-E(MANOJO ROSAS-ALEGRIA HUERTA)",260804,80,1,6,0,1500,N,1709,"440869,731491769","4467548,55596742",
10287,"BOHEMIOS, 12 E-O(VERBENA PALOMA-MANOJO ROSAS)",0,480,14,42,1,1500,N,1709,"440860,939049423","4467552,41651884",
10289,"MANOJO ROSAS, 58 N-S(SOTO PARRAL-BOHEMIOS)",260811,160,56,61,2,1500,N,1709,"440806,97627348","4467572,37291261",
10492,VERBENA DE LA PALOMA N-S (SOTO PARRAL - BOHEMIOS),260801,80,1,6,0,1500,N,1709,"440903,306002629","4467630,00571773",
10493,VERBENA DE LA PALOMA S-N (BOHEMIOS - SOTO PARRAL),262503,0,0,0,0,1500,N,1709,"440906,525628281","4467633,6640091",
10494,ALEGRÍA DE LA HUERTA S-N (BOHEMIOS - ROSA DEL AZAFRAN),260803,73,1,6,0,1500,S,1709,"440946,437543787","4467489,3182227",
10863,AV. ANDALUCÍA N-S (CONÍFERAS-M-40),261601,1200,2,24,0,5400,N,1706,"441061,473189643","4468659,69399237",
10864,AV. ANDALUCÍA S-N (M-40-CONÍFERAS),261703,780,0,15,0,5400,N,1706,"441076,238108075","4468615,32041996",
10871,AV. ANDALUCIA Ø58 N-S(ALCOCER-AMPUERO),261401,1290,3,20,0,7200,N,1706,"441135,674352142","4466910,34332385",
10858,AV.ANDALUCIA N-S(AMPUERO-GRAN VIA VILLAVERDE),262201,900,2,18,0,5400,N,1706,"441138,909485839","4466496,85725297",
10859,GRAN VIA VILLAVERDE Ø87 E-O(MARTINEZ OVIOL-AV. ANDALUCIA),262202,120,0,4,0,3000,N,1706,"441271,645873275","4466411,19545723",
10860,GRAN VIA VILLAVERDE Ø64 O-EAV. LABORAL-AV. ANDALUCIA),262204,240,0,5,0,4500,N,1706,"441047,782374785","4466346,1058719",
10861,AV.ANDALUCIA S-N(SAN DALMACIO-GRAN VIA VILLAVERDE),262203,450,1,11,0,4500,N,1706,"441155,827300954","4466225,41740269",
10877,JUAN JOSÉ MARTÍNEZ SECO Ø3 E-O(MARIA MARTINEZ OVIOL-STA. PETRONILA),260412,210,3,20,0,1200,N,1706,"441281,553269862","4467022,77202959",
10876,ALCOCER O-E(VIOLETAS-SANTIAGO AMON),260304,390,7,31,1,1500,N,1706,"440970,999772988","4466936,78994143",
10906,AV. SAN FERMIN Ø6 E-O(POPULAR MADRILEÑA-AV. LA PERLA),262102,60,0,2,0,3000,N,1706,"441128,221961454","4469194,1562482",
10284,(MICRO)AV. POBLADOS E-O DETRAS GR-9,0,150,7,16,0,1500,N,1706,"441014,950149748","4469147,98849152",
10285,(MICRO)AV. POBLADOS E-O DELANTE GR-11,0,210,9,22,0,1500,N,1706,"441025,067169371","4469136,5961502",
10872,(MICRO)SALIDA INTERCAMBIADOR S-N,260306,60,57,59,2,1500,N,1706,"441157,002045884","4466929,05798602",
4817,(TACTICO)ALCOCER Ø25 O-E (GIRO VIRGEN DESAMPARADOS),261003,135,41,47,1,1300,N,1708,"440660,222200159","4466790,23380649",
4838,(TACTICA)SALIDA INTERCAMBIADOR AUTOBUSES Ø7,261411,0,0,0,0,1500,N,1706,"441211,644338298","4466834,29602243",
4820,(TACTICO) UNANIMIDAD Ø1 E-O,261502,120,20,26,1,1500,N,1706,"441131,508722413","4468111,0682449",
4821,(TACTICO) AV. VERBENA PALOMA Ø3 O-E,261901,120,13,20,0,1500,N,1706,"441088,880883218","4468053,8440778",
4839,ALCOCER Ø48 E-O(LAGUNA SANTIAGO-EDUARDO BARREIROS),270102,90,1,7,0,1500,N,1711,"440272,754652446","4466858,45465867",
4840,SAN JENARO Ø4 S-N(ARROYO BUENO-ALCOCER),270103,0,0,0,0,1500,N,1711,"440177,913286808","4466754,02992766",
4841,CTRA. CCHEL. VILLAVERDE Ø110 N-S(LAGUNA RODRIGO-VILLALONSO),270201,270,2,11,0,3000,N,1711,"439999,634124171","4466903,24471986",
3623,AV. REAL PINTO S-N(PLATA-ARROYO BUENO),270203,90,3,9,0,1500,N,1711,"440029,71958168","4466684,0552859",
3624,DR. MARTIN AREVALO ENTRE Ø34 Y P.P. O-E(ALBINO HDEZ. LAZARO-REAL PINTO),270404,90,4,10,0,1500,N,1711,"439955,782319097","4466394,8510958",
4842,AV. REAL PINTO PASADA Ø20 S-N(PARVILLAS ALTAS-MARISCAL GTRREZ. OTERO),270403,0,0,0,0,1500,N,1711,"439979,220465055","4466278,23243285",
6825,AV. REAL PINTO Ø11 N-S (DR. PEREZ DOMINGUEZ-DR. MARTIN AREVALO),270401,180,4,16,0,1500,N,1711,"440011,586204489","4466493,24495367",
7001,PSO. FERROVIARIOS TRAS GR-15 N-S(NUÑO GOMEZ-ALBERTO PALACIOS),270901,135,1,5,0,3000,N,1738,"439075,913611295","4466180,12885341",
4845,ALBERTO PALACIOS Ø124 E-O (TORDEGRILLOS-PSO. FERROVIARIOS),270902,0,0,0,0,1500,S,1738,"439106,529653491","4466103,48914935",
4846,DOMINGO PÁRRAGA Ø13 S-N(DOMINGO PARRAGA-PSO. FERROVIARIOS),270903,540,10,42,1,1500,N,1738,"439034,872060939","4465998,41310394",
4847,PSO. FERROVIARIOS Ø22 S-N (NUÑO GOMEZ-JOSE DEL PINO),270703,90,0,3,0,3000,N,1738,"439148,371851086","4466363,30638927",
4848,PSO. FERROVIARIOS Ø9 N-S(SULFATO-ENCARNACION PINO),270701,180,1,6,0,3000,N,1738,"439207,849251157","4466543,35350873",
4849,EDUARDO BARREIROS APARCAMIENTO RENFE N-S (LAGUNA RODRIGO-ALCOCER),270101,90,1,3,0,3000,N,1711,"440129,358539849","4466938,08525413",
4850,VILLALONSO ANTES Ø5 O-E (REAL PINTO-SAN JENARO),270104,225,2,9,0,3000,N,1711,"440071,55923303","4466823,88730099",
4851,ALCOCER TRAS GR-6 E-O (EDUARDO BARREIROS-CTRA. CCHEL. VILLAVERDE),270202,135,1,5,0,3000,N,1711,"440089,216861393","4466853,08553707",
4852,"VILLALONSO, 41 O-E(JUAN PEÑALVER-HUERTA VILLAVERDE)",270204,135,1,5,0,3300,N,1711,"439937,761823509","4466788,27669985",
4853,PSO. TALLERES Ø12 E-O(ARROYO BUENO-SAN JENARO),271102,0,0,0,0,1500,N,1711,"440343,277129231","4466574,04525084",
4854,SAN JENARO ENTRE Ø11 Y Ø12 S-N GIRO (OXIGENO-PSO. TALLERES),271106,23,0,2,0,1500,N,1711,"440299,0431185","4466528,89275246",
4855,SAN JENARO ENTRE Ø11 Y Ø12 S-N FRENTE (OXIGENO-PSO. TALLERES),271101,113,0,4,0,3000,N,1711,"440296,313393968","4466527,23300367",
4856,PSO. TALLERES Ø9 O-E (RUBI-OPALO),271104,0,0,0,0,3000,N,1711,"440235,197591413","4466556,73061189",
7000,(MICRO)PSO. FERROVIARIOS Ø3 (GIRO SENTIDO ALBERTO PALACIOS),0,45,1,4,0,1500,N,1738,"439034,036898112","4466087,37870998",
4843,(TACTICO)PSO. FERROVIARIOS ANTES GR-10 S-N (SAN AURELIANO-ALBERTO PALACIOS),270907,45,34,10,0,1500,N,1738,"439050,419439405","4466068,05216908",
10514,CTRA. HUMERA A ARAVACA S-N (GOLONDRINA-PINILLA),280703,144,3,12,0,1500,N,2002,"433813,282180081","4478653,1873623",
10522,CARRETERA HUMERA N-S (AGUSTÍN LARA - RIAZA),280701,0,0,0,0,1500,N,2002,"433877,542143932","4478769,07411107",
10520,CALLE PINILLA E-O (BOLA DEL MUNDO-CARRETERA HUMERA),280704,0,0,0,0,1500,N,2002,"433875,334981336","4478697,62737984",
10521,CALLE RIAZA O-E (BAJA DE LA IGLESIA-CARRETERA HUMERA),280702,0,0,0,0,1500,N,2002,"433794,069550591","4478724,41003587",
4860,ARAQUIL Ø12 E-O (ARANDILLA-PSO. ERMITA),281702,96,5,8,0,1500,N,2001,"433878,409666545","4479163,10004711",
10519,ARROYO POZUELO O-E (VIA LACTEA - HUMERA),280904,154,0,5,0,3000,N,2003,"433578,076791471","4478252,23071638",
10517,HUMERA N-S(VIRGEN ROSALES-ARROYO POZUELO),280901,0,0,0,0,1500,N,2003,"433657,506688964","4478347,47938184",
10518,HUMERA S-N(ROSASA ARAVACA-RIO NELA),280903,0,0,0,0,3000,N,2003,"433667,088353314","4478237,6983317",
10516,ARROYO POZUELO E-O (ENEBRO - BARDEGUERAL),281202,309,0,10,0,3000,N,2003,"434653,961780214","4478153,74042977",
10515,ARROYO POZUELO O-E (POLEO - BARDEGUERAL),281204,154,1,6,0,3000,N,2003,"434455,299183325","4478144,98865335",
10513,AV. OSA MAYOR O-E Ø81(GLORIETA MARIA REINA-AV. GALAXIA),281402,240,4,19,0,1500,N,2001,"433339,22791235","4479041,7310812",
4876,CTRA. HUMERA N-S (VIRGEN DE LOS ROSALES - GTA. RIO ZANCARA),361221,0,0,0,0,1500,N,2003,"433914,04741661","4478373,18324749",
4869,CTRA. HUMERA ANTES Ø36 N-S(GOLONDRINA-V. ROSALES),282301,0,0,0,0,1500,N,2008,"433865,847252134","4478467,06459782",
4870,VIRGEN ROSALES Ø34 O-E (ASTROLABIO-CRTA.HUMERA),282304,0,0,0,0,1500,N,2008,"433835,826859957","4478395,18346832",
4871,VIRGEN ROSALES Ø30 E-O(DIPLOMATICOS-CTRA. HUMERA),282302,0,0,0,0,1500,N,2008,"433966,940792051","4478400,22041884",
5220,ACAMAR Ø6 N-S (ERIDANO-GOLONDRINA),280404,48,0,2,0,3000,N,2002,"433346,320286623","4478689,27129625",
4882,"GOLONDRINA, 12c E-O (ANDRÓMEDA-VELETA)",280402,48,0,3,0,1500,N,2002,"433595,623119354","4478649,26266747",
4883,GOLONDRINA Ø22 S-N (ESCULTOR PERESEJO-BRÚJULA),280401,144,0,5,0,3000,N,2002,"433406,080934557","4478537,15809487",
4885,AV. OSA MAYOR Ø73 O-E (CAROLI-PEREZ DE VICTORIA),281504,96,1,7,0,1500,N,2001,"433456,653563992","4479018,63665492",
4886,CAROLI ANTES GR-4 S-N (TV. CAROLI-AV. OSA MAYOR),281406,0,0,0,0,1500,N,2001,"433442,006121455","4479003,61089355",
4887,AV. GALAXIA ANTES GR-3 S-N (STA. MARTINA-AV. OSA MAYOR),281403,48,3,6,0,1500,N,2001,"433420,158288547","4479004,44818668",
4888,PLEYADES Ø5 N-S (ESTUDIO-TV. PLEYADES),281501,48,0,3,0,1500,N,2001,"433516,716414176","4479074,36310968",
4889,AV. OSA MAYOR Ø29 O-E(PL. NTRA. SRA. BUEN CONSEJO),281604,48,1,4,0,1500,N,2001,"433904,942944983","4479042,71095954",
3625,AV. OSA MAYOR Ø22 E-O (FCO. SANFIZ-ARAIZ),281602,48,0,3,0,1500,N,2001,"434030,513441041","4479100,40943705",
3626,CTRA.HUMERA Ø4 S-N (BERENISA-AV. OSA MAYOR),281603,0,0,0,0,1500,N,2001,"433947,662372843","4478973,87082905",
3627,CTRA.HUMERA Ø4 N-S (AV. OSA MAYOR-BERENISA),0,0,0,0,0,1500,N,2002,"433944,689975742","4478965,18521857",
4890,AV. OSA MAYOR Ø22 O-E (ARAIZ-FCO. SANFIZ),0,42,1,4,0,1500,N,2004,"434040,116509389","4479102,02477798",
4858,(TACTICO)BARDEGUERAL Ø26 S-N (ANTES GR-7),281203,0,0,0,0,1500,N,2003,"434564,099016764","4478136,82620793",
5203,(TACTICO) BARDEGUERAL N-S (ANTES GR-8),281201,0,0,0,0,1500,N,2003,"434542,27066301","4478164,90710857",
4861,(TACTICO) ANA TERESA Ø2 O-E (ARJONA-P.ERMITA),281704,1824,49,117,,1500,N,2001,"433846,125034039","4479185,5439856",
4859,(TACTICO) Pº ERMITA Ø10 S-N (G. PARRA - ARAQUIL),281703,1824,49,111,,1500,N,2001,"433855,02210665","4479155,58109448",
4867,(TACTICO) ARÁNDIGA Ø8 N-S (ARASCUÉS-AV. OSA MAYOR),282001,0,0,0,0,1500,N,2006,"432982,182700229","4478863,20238082",
4868,(TACTICO) BATALLA GARELLANO Ø27 S-N (SIRRACH-AV. OSA MAYOR),282103,0,0,0,0,1500,N,2006,"432749,895389022","4478580,03419923",
3419,(TACTICO) VALLE PAS ANTES GR-6 O-E (ROSAS DE ARAVACA-CTRA. HUMERA),0,0,0,0,0,1500,N,2003,"434064,315792798","4477951,65821705",
4891,(TACTICO) VALLE PAS ANTES GR-7 E-O (GIRO GLORIETA PARTIDA),0,0,0,0,0,1500,N,2003,"434089,425760774","4477959,94388385",
10523,CAMINO BARRIAL S-N(ALMANZORA-FDO. LAZARO CARRETER),360603,48,0,2,0,3000,N,2002,"432897,62176856","4479265,83417608",
10524,CAMINO BARRIAL (INTERIOR GLORIETA PARTIDA),360602,96,0,6,0,1500,N,2002,"432820,193841001","4479333,0348026",
10526,CAMINO BARRIAL N-S(M-40-FDO. LAZARO CARRETER),360601,144,0,5,0,3000,N,2002,"432682,813882723","4479404,15901597",
10525,FDO. LAZARO CARRETER O-E(CARLOS GARDEL-CAMINO BARRIAL),360604,97,0,3,0,3000,S,2002,"432728,720751052","4479251,01305577",
10961,AV. VICTORIA E-O (DOMINGO ÁLVAREZ-AV. ESTACIÓN),360103,360,5,28,1,1500,N,2009,"429200,790658819","4480756,57752981",
6635,AV. VICTORIA O-E (AV. ESTACIÓN - DOMINGO ÁLVAREZ),360201,45,1,3,0,1800,N,2009,"429395,394228378","4480653,62101473",
6636,AV. VICTORIA E-O (AURELIO DE LA TORRE-FEDERICO AGUSTI),360203,270,3,20,0,1500,N,2009,"429550,432785365","4480579,01246666",
6637,AV. VICTORIA O-E ANTES PARADA 6257 EMT (T.M. MAJADAHONDA - AV. ESTACIÓN),360101,0,0,0,0,1500,N,2009,"429060,790454468","4480822,03842078",
6638,AV. VICTORIA E-O PROX. Ø23 MARTÍN PESCADOR - DOMINGO GARRIDO),360503,180,3,15,0,1500,N,2009,"430514,212062053","4480091,37822711",
4878,CNO. DEL BARRIAL Ø63 N-S (F. LÁZARO CARRETER-ALMANZORA),360701,240,0,8,0,3000,N,2002,"432892,49354996","4479256,81574848",
4879,ANA TERESA E-O (ANTARES - C.BARRIAL),360702,96,1,7,0,1500,N,2002,"433041,738178079","4479282,56731585",
4880,CNO. BARRIAL Ø52 S-N (ARAMUNT-ARANZUEQUE),360703,48,0,2,0,3000,N,2002,"433028,427611624","4479168,93444875",
5204,ALMANZORA O-E Ø1(CINCO LAGUNAS - PICO OCEJÓN),360704,48,60,38,1,1500,N,2002,"432944,976150562","4479189,05135494",
4881,PICO OCEJON Ø32 N-S (ARASCUES-AV. OSA MAYOR),360801,432,2,16,0,3000,N,2002,"433135,12729271","4479055,38003174",
5219,OSA MAYOR Ø108 O-E (SEXTNATE-CINCO LAGUNAS),360804,0,0,0,0,1500,N,2002,"433116,097065662","4478938,84085167",
5217,OSA MAYOR Ø8 E-O (CINCO LAGUNAS-SEXTANTE),0,0,0,0,0,1500,N,2006,"433106,767337373","4478935,67669105",
5218,PICO OCEJÓN  Ø23 S-N (GTA. LUCRECIA PEREZ-AV. OSA MAYOR),360803,0,0,0,0,3000,N,2002,"433244,761800443","4478935,40737463",
