idelem,descripcion,accesoAsociado,intensidad,ocupacion,carga,nivelServicio,intensidadSat,error,subarea,st_x,st_y,velocidad
4196,PENUELAS N-S(CARVAJALES-STA.Ma CABEZA),0,240,7,29,1,1000,N,0,"440493,344779386","4472309,80387125",
4197,Po DELICIAS S-N(TORTOSA-MENDEZ ALVARO),131001,1560,11,47,1,3880,N,110092,"441170,368489405","4473085,11957718",
4198,SALIDA M-30 CALZADA INTERIOR SENT. STA Ma CABEZA,0,300,5,29,1,1200,N,0,"440325,374522864","4471995,52412398",
5103,STA Ma CABEZA S-N(ENTRADA M-30 SENT.A-3)(LATERAL TUNEL),0,480,7,32,1,1800,N,0,"440268,025376464","4471920,0064183",
4171,(MICRO) - Po DEL PRADO S-N (NEPTUNO-PL LEALTAD),0,1140,4,29,1,4460,N,0,"441153,96025796","4474199,31038467",
7136,(AFOROS) STA Ma CABEZA N-S (LATERAL DRCHO.-IZQDO-TUNEL),0,960,3,18,0,6200,N,0,"441091,058227319","4473109,10699785",
7137,(AFOROS) Po INFANTA ISABEL E-O(ALFONSO XII-GTA. CARLOS V),0,420,1,9,0,5350,N,0,"441464,422105161","4473248,53573263",
7138,(AFOROS) Po DEL PRADO S-N(ESPALTER-PL.CANOVA CASTILLO),0,600,1,11,0,5770,N,0,"441211,412805312","4473790,40970582",
7139,(AFOROS) Po DEL  PRADO N-S(PL. PLATERIAS-GTA. CARLOS V),0,1440,3,27,1,5810,N,0,"441187,457512424","4473702,28729297",
4199,DR. CORTEZO S-N(DR. CORTEZO-PL. JACINTO BENAVENTE),140101,0,0,0,0,800,N,110013,"440299,959157348","4473924,1193789",
4200,SAN SEBASTIAN N-S(HUERTAS - ATOCHA),140202,0,100,100,3,1100,N,110013,"440487,229788781","4473950,36785884",
4201,(AFOROS) ATOCHA E-O(SAN SEBASTIAN-DR. CORTEZO),140104,1200,14,43,1,3600,N,110013,"440449,206839324","4473899,418452",
4202,MAGDALENA O-E(CANIZARES -AVE MARIA),0,420,8,34,1,1500,N,0,"440523,152688959","4473762,44312999",
4203,ATOCHA E-O(LEON-SAN SEBASTIAN),140204,480,3,17,0,3300,N,110013,"440563,901103258","4473839,22943248",
4204,SAN EUGENIO O-E(SANTA ISABEL - SAN ILDEFONSO),140501,60,2,9,0,900,N,110013,"440793,325594531","4473588,67264795",
4205,ATOCHA E-O(SAN EUGENIO-MORATIN),0,300,3,12,0,3300,N,0,"440825,65539122","4473666,91859077",
4206,ATOCHA E-O(SAN PEDRO-SAN EUGENIO),140504,480,4,17,0,3600,N,110013,"441178,066071204","4473459,48206122",
4207,(TACTICO) MARQUES DE LA VALDAVIA S-N(ENTRADA CRUCE),0,60,8,14,0,900,N,0,"440939,61158974","4473111,9194748",
4208,MALLORCA N-S(DR.FOURQUET -RONDA ATOCHA),0,240,2,22,0,1200,N,0,"440783,398451021","4473184,16943357",
4209,RONDA ATOCHA E-O(MARQUES VALDAVIA-MALLORCA),0,300,4,11,0,4200,N,0,"440854,885542975","4473118,06338972",
3722,FRAY LUIS DE LEON S-N(PALOS FRONTERA-RONDA VALENCIA),0,180,3,15,0,1500,N,0,"440682,070758682","4472987,32808852",
5104,(AFOROS) RONDA VALENCIA E-O(VALENCIA-MESON DE PAREDES),141004,900,4,23,0,4500,N,110011,"440626,948866459","4473041,29553927",
4211,(AFOROS) RONDA VALENCIA O-E(MESON DE PAREDES-FRAY LUIS LEON),141003,540,3,14,0,4700,N,110011,"440551,905251263","4473004,58332388",
4212,RONDA VALENCIA E-O(MESON DE PAREDES-GTA. EMBAJADORES),141104,960,4,23,0,4800,N,110011,"440509,633206474","4472998,85020988",
4213,EMBAJADORES S-N(SEBASTIAN ELCANO-GTA. EMBAJADORES),141101,180,3,8,0,3600,N,110011,"440456,361543338","4472843,12637757",
4214,EMBAJADORES N-S(GTA. EMBAJADORES-MORATINES),0,120,1,4,0,3600,N,0,"440409,940131697","4472896,10024197",
4215,Po ACACIAS O-E(PENUELAS-GTA. EMBAJADORES),141106,120,1,4,0,3600,N,110011,"440203,797863897","4472882,24874791",
4216,RONDA TOLEDO O-E(SORIA-GTA. EMBAJADORES),141103,420,4,14,0,3900,N,110011,"440175,882187987","4472993,0407725",
4217,MIGUEL SERVET N-S(MESON PAREDES-RONDA TOLEDO),141102,120,3,14,0,1100,N,110011,"440446,937124544","4473057,63239391",
4218,Po ACACIAS E-O(EMBAJADORES-Po ESPERANZA),141304,660,8,26,1,3300,N,110011,"440149,251864141","4472868,38852696",
4219,Po ESPERANZA S-N(MORATINES-Po ACACIAS),141301,0,0,0,0,1200,N,110011,"440099,096420673","4472735,95065869",
4220,Po ACACIAS E-O(Po ESPERANZA-GASOMETRO),141404,600,5,24,0,3000,N,110011,"440017,236326126","4472821,70061489",
4221,GASOMETRO S-N(Po ACACIAS-RONDA TOLEDO),141901,0,0,0,0,1500,N,110011,"439918,00610591","4472859,01259777",
4222,Po ACACIAS O-E(Po ESPERANZA-GASOMETRO),141303,60,1,3,0,3000,N,110011,"439951,140781841","4472793,74311714",
4226,Po ACACIAS O-E(Po DE LOS OLMOS-GASOMETRO),141403,60,1,3,0,3300,N,110011,"439830,503676113","4472750,19778225",
4227,Po ACACIAS E-O(GASOMETRO-Po DE LOS OLMOS),141504,240,1,8,0,3300,N,110011,"439832,821502504","4472758,39073309",
4228,Po DE LOS OLMOS N-S(RONDA TOLEDO-Po ACACIAS),141502,0,0,0,0,1500,N,110011,"439689,351454626","4472815,37963502",
4229,Po ACACIAS O-E(PIRAMIDES-JUAN ANTONIO VALLEJO- NAJERA BOTAS),141503,329,7,14,0,3600,S,110011,"439596,064414645","4472621,7535596",
4230,EMBAJADORES S-N(STA Ma CABEZA-PALOS DE LA FRONTERA),141601,420,3,14,0,3700,N,110011,"440605,110251504","4472585,82332598",
4231,EMBAJADORES N-S(LABRADOR-STA Ma CABEZA),0,60,1,3,0,2800,N,0,"440575,454900951","4472619,50124707",
4233,LABRADOR O-E(MARTIN VARGAS-EMBAJADORES),141603,44,4,8,0,1000,S,110011,"440489,653964513","4472629,13344498",
4234,EMBAJADORES S-N(PALOS FRONTERA-SEBASTIAN ELCANO),141701,240,2,8,0,3900,N,110011,"440517,727720258","4472734,64054001",
4235,PALOS DE LA FRONTERA E-O(BERNARDINO OBREGON-EMBAJADORES),141604,120,3,11,0,1500,N,110011,"440646,215146692","4472709,89609983",
4236,EMBAJADORES N-S(MORATINES-LABRADOR),141602,360,2,15,0,2700,N,110011,"440492,497715996","4472759,61386573",
4237,MORATINES O-E(MARTIN VARGAS-EMBAJADORES),141703,120,3,14,0,1100,N,110011,"440406,540902084","4472787,47490902",
4238,RONDA TOLEDO E-O(EMBAJADORES-RIBERA CURTIDORES),141804,300,3,11,0,3700,N,110011,"440103,472518869","4473015,73326555",
3669,RIBERA DE CURTIDORES N-S(MIRA EL SOL- RONDA TOLEDO),141802,0,0,0,0,2400,N,110011,"439987,763655459","4473160,99821077",
3670,GASOMETRO N-S(RONDA TOLEDO-PSO ACACIAS),141402,0,0,0,0,1200,N,110011,"439894,501138273","4473015,60242609",
4239,RONDA TOLEDO O-E(TOLEDO-GASOMETRO),141903,408,4,14,0,3900,S,110011,"439795,857591104","4473084,76744464",
4240,(TACTICO) Po YESERIAS N-S (ENTRADA AL  CRUCE),0,52,44,14,0,900,S,0,"439859,516903486","4472259,15734365",
10037,Po YESERIAS O-E(YESERIAS-NAVES),142203,0,0,0,0,1500,N,110031,"439932,843070172","4472170,09309726",
10427,ATOCHA O-E (FERNAN NUNEZ -SAN EUGENIO),140503,180,3,19,0,1100,N,110013,"440786,737598259","4473687,59233632",
10491,ATOCHA O-E (DOCTOR MATA - CARLOS V),0,60,3,9,0,1000,N,0,"441149,70396549","4473464,18133457",
10866,Po ESPERANZA N-S (JUAN ANTONIO VALLEJO NAJERA BOTAS - LABRADOR),142502,180,2,14,0,1500,N,110035,"440212,421355118","4472504,10196252",
10867,Po ESPERANZA S-N (GARGANTILLA - LABRADOR),142501,360,33,49,1,1500,N,110035,"440299,491640326","4472362,07219369",
7133,ATOCHA E-O (GIRO A FERNAN NUNEZ)(SAN EUGENIO-FERNAN NUNEZ),140415,360,7,29,1,1500,N,110013,"440803,733657793","4473680,91149984",
7134,(AFOROS) EMBAJADORES S-N(PALOS FRONTERA-SEBASTIAN ELCANO),0,540,3,13,0,5400,N,0,"440522,800032225","4472729,45153076",
7135,(AFOROS)EMBAJADORES N-S(MORATINES-LABRADOR),0,493,1,14,0,3700,N,0,"440488,183343228","4472766,72686908",
7113,ALCALA E-O( GIRO A ALCALA) (BARQUILLO-GRAN VIA),150304,525,7,36,1,1740,S,110003,"440983,373483919","4474495,31178163",
4243,Po PRADO S-N(PL. CANOVAS DEL CASTILLO-PL. CIBELES),150101,960,3,23,0,4600,N,110003,"441173,389681221","4474307,68285623",
3671,(AFOROS) ALCALA E-O(PL. INDEPENDENCIA-PL. CIBELES),150104,2160,5,40,1,5800,N,110003,"441426,83144164","4474583,6940147",
4244,Po RECOLETOS N-S(PRIM-PL. CIBELES),150102,2040,11,53,2,4300,N,110003,"441290,366609475","4474762,00381299",
4245,BARQUILLO N-S(INFANTAS-ALCALA),150202,120,3,16,0,900,N,110003,"440986,399225397","4474586,14587872",
4246,ALCALA E-O(PL. CIBELES-BARQUILLO),150204,871,12,32,1,3550,S,110003,"441111,516886231","4474525,01825645",
4247,ALCALA E-O(GIRO A GRAN VIA)(BARQUILLO-GRAN VIA),150301,737,11,42,1,2080,S,110003,"440981,466807824","4474502,72678194",
4248,ALCALA E-O(GRAN VIA-CEDACEROS),150404,585,5,26,1,2800,S,110003,"440824,05629926","4474441,31667505",
4249,(MICRO) ALCALA O-E(GRAN VIA-MARQUES DE CUBAS)(P.M.1),150103,1343,11,40,1,3970,S,110003,"440951,057147332","4474472,78929703",
4250,ALCALA O-E(CEDACEROS-GRAN VIA),150303,180,4,15,0,1650,S,110003,"440759,690090465","4474406,85995827",
4251,CEDACEROS S-N(CARRERA SAN JERONIMO-ALCALA),150401,240,10,28,1,1200,N,110003,"440741,670570613","4474325,12160318",
4252,ALCALA E-O(CEDACEROS-PELIGROS),0,120,3,14,0,1100,N,0,"440707,510660138","4474392,5359092",
10528,PELIGROS S-N(ALCALA-GRAN VIA),0,60,3,8,0,1200,N,0,"440706,580871097","4474398,30060125",
4254,CRUZ S-N(EL POZO -PL.CANALEJAS),0,360,38,57,2,1200,N,0,"440555,93974442","4474206,24441612",
10608,(Tactico) Carrera San Jeronimo O-E(Pta Sol-Canalejas),0,180,1,14,0,1400,N,0,"440548,149378812","4474238,85154428",
4256,SEVILLA N-S(ALCALA-PL. CANALEJAS),0,180,3,22,0,900,N,0,"440603,933221024","4474287,172456",
10530,SEVILLA N-S (SALIDA PARKING A 5 MTS G.3),0,0,0,0,0,900,S,0,"440585,450114255","4474263,88135831",
10527,SEVILLA N-S (SALIDA PARKING A 25 MTS G.3),0,0,0,0,0,800,S,0,"440593,539278907","4474280,71053994",
4257,BARQUILLO N-S(GRAVINA-AUGUSTO FIGUEROA),0,180,12,35,1,700,N,0,"440989,211818579","4474885,74018012",
10639,ALCALA O-E (SALIDA PARKING),0,60,2,9,0,900,N,0,"440699,128705711","4474379,28123536",
4258,PRIM E-O(CONDE XIQUENA-BARQUILLO),0,91,1,15,0,650,S,0,"441061,854185661","4474818,52250596",
4259,BAILEN N-S(CUESTA DE LA VEGA-DON PEDRO),151112,0,0,0,0,3000,N,110023,"439455,361749324","4474013,33817781",
4260,CUESTA DE LA VEGA O-E (RONDA SEGOVIA-BAILEN),151503,120,2,10,0,1400,N,110021,"439361,698282389","4474076,16766077",
4261,BAILEN N-S(REQUENA-CUESTA LA VEGA),151502,300,3,13,0,2900,N,110021,"439465,420537052","4474128,91669738",
3707,MAYOR E-O (SACRAMENTO-BAILEN),151404,240,4,12,0,2800,N,110019,"439523,410760516","4474081,56507094",
4262,BAILEN S-N (DON PEDRO - MAYOR),151501,420,4,17,0,3000,N,110021,"439461,778971582","4474009,6526376",
3618,Don Pedro O-E (Moreria-Bailen),0,39,6,9,0,900,S,0,"439381,131045423","4473719,43370645",
4263,Cra.San Francisco E-O(Isidro Labrador-Gran Via S.Francisco),151204,60,2,9,0,800,N,110023,"439537,593794104","4473621,13231759",
4264,Gran Via San Francisco N-S(Cra.SFrancisco-S.Bernabe),151202,360,2,10,0,4300,N,110023,"439429,401120234","4473513,39554991",
4265,(AFOROS)Gran Via San Francisco S-N(S.Bernabe-Cra S Francisco),151201,420,3,15,0,3350,N,110023,"439468,931760343","4473431,21629728",
4266,(TACTICO)San Bernabe O-E,0,51,5,9,0,900,S,0,"439444,274066802","4473423,16183086",
3475,Gran Via San Francisco S-N (Isabel Tintero-Aguila),151311,120,1,5,0,3200,N,110023,"439509,778074256","4473339,2186804",
4268,MAYOR O-E (PL. VILLA-MILANESES),151413,180,1,7,0,2800,N,110019,"439738,180997529","4474122,89122325",
4269,(AFOROS) MAYOR O-E (COMANDANTE MORERAS -,0,120,3,7,0,3000,N,0,"439923,932354745","4474181,32037849",
4270,COMANDANTE MORERAS N-S (FUENTES-SANTIAGO),151412,240,15,30,1,1400,N,110019,"439880,636198158","4474213,35787668",
7087,BAILEN N-S (GIRO A MAYOR)(SALIDA TUNEL-MAYOR),151506,60,2,7,0,1300,N,110021,"439470,093846582","4474122,727183",
7090,(MICRO) Po RECOLETOS(CIBELES - MARQUES DEL DUERO),0,960,3,22,0,4900,N,0,"441257,592783892","4474642,51857475",
7091,(MICRO) PL. CIBELES S-N (DELANTE G.12 )(GIRO IZQDA),0,600,10,40,1,1800,N,0,"441221,564775162","4474529,94073169",
4279,BAILEN N-S (GIRO IZQDA. A MAYOR),0,0,0,0,0,1300,N,0,"439466,665796499","4474093,8346446",
4281,REYES O-E(SAN BERNARDO-AMANIEL)(FRENTE Mo JUSTICIA),160204,136,1,15,0,1100,S,110017,"439941,614236749","4475096,60630141",
4282,ALAMO S-N(GENERAL  MITRE-REYES),160201,120,2,13,0,1100,N,110017,"439853,354329416","4475021,38568886",
7101,CUESTA SAN VICENTE O-E(Po DEL REY-ARRIAZA),0,780,5,39,1,2150,N,0,"439102,63644322","4474644,14014092",
4283,SAN LEONARDO E-O(MAESTRO GUERRERO-PRINCESA),160304,60,7,12,0,1200,N,110003,"439678,625864924","4475137,32586691",
4284,PL. ESPANA N-S(SAN LEONARDO-CUESTA SAN VICENTE),160402,840,12,49,1,2000,N,110003,"439624,818512767","4475082,29013604",
4285,CUESTA SAN VICENTE O-E(GRAN VIA-FERRAZ),0,240,27,48,1,850,N,0,"439645,763854133","4474968,07562383",
4286,PL. ESPANA S-N(REYES-SAN LEONARDO),160301,1020,6,36,1,3200,N,110003,"439650,53189708","4475066,64109958",
4287,GENERAL MITRE E-O(ALAMO-GRAN VIA),160614,180,7,26,1,900,N,110003,"439785,874688152","4474979,48911781",
4289,"GRAN VIA, 59 N-S(ISABEL LA CATOLICA-SAN BERNARDO)",160702,660,7,38,1,2000,N,110003,"439853,487316086","4474857,66699461",
4290,ISABEL LA CATOLICA O-E(PL. SANTO DOMINGO-GRAN VIA),0,120,2,15,0,900,N,0,"439832,820810998","4474799,72079201",
4291,FLOR BAJA O-E(LEGANITOS-GRAN VIA),0,180,3,22,0,900,N,0,"439743,073610171","4474885,10111948",
4292,"GRAN VIA,78 S-N (GRAL.MITRE -REYES)",160401,660,10,42,1,1850,N,110003,"439748,388986961","4474955,91141647",
4293,"(AFOROS) SAN BERNARDO, 37 E-O(ANTONIO GRILLO-GRAN VIA)",160704,120,2,9,0,1700,N,110003,"439970,234266007","4474913,91549848",
4294,"GRAN VIA, 51 N-S(SAN BERNARDO-SILVA)",160802,480,4,28,1,1900,N,110003,"439976,748373385","4474753,2338477",
4295,"SAN BERNARDO, 15 O-E(PL. SANTO DOMINGO-GRAN VIA)",160703,420,17,46,1,1200,N,110003,"439913,260234596","4474693,43078076",
4296,"(AFOROS) SAN BERNARDO, 15 E-O(GRAN VIA-PL. SANTO DOMINGO)",0,420,42,77,3,700,N,0,"439910,060125216","4474700,68504149",
4297,"GRAN VIA, 60 S-N(SAN BERNARDO-GARCIA MOLINAS)",160601,540,7,32,1,2000,N,110003,"439912,851130981","4474816,40970046",
10386,"GRAN VIA,43 N-S(SILVA-JACOMETREZO)",0,420,5,28,1,1750,N,0,"440038,805203159","4474699,24531661",
4298,SILVA O-E(PL. SANTO DOMINGO-GRAN VIA),160803,120,7,16,0,1200,N,110003,"439937,340913179","4474683,18348462",
3672,"GRAN VIA,52 S-N(SILVA-LIBREROS)",160701,540,8,39,1,1600,N,110003,"440011,261477149","4474733,5918958",
10387,"GRAN VIA, 40 E-O (CONCEPCION ARENAL-MIGUEL MOYA)",0,780,11,51,2,1750,N,0,"440190,439501241","4474644,75451694",
4353,(AFOROS) PRINCESA S-N (SAN LEONARDO-VENTURA RODRIGUEZ),170901,360,1,13,0,3000,N,110009,"439564,430313999","4475220,45598328",
4301,"GRAN VIA, 34 E-O(MESONERO ROMANOS-CONCEPCION ARENAL)",0,660,7,40,1,1850,N,0,"440268,69111932","4474636,81778035",
10388,GRAN VIA S-N (GIRO A JACOMETREZO),0,0,0,0,0,900,N,0,"440134,953186253","4474645,70834215",
3730,"GRAN VIA,25 O-E(SALUD-TRES CRUCES)",0,1080,13,58,2,2100,N,0,"440444,390399051","4474613,62134058",
4303,TRES CRUCES S-N(PL.DEL CARMEN-GRAN VIA),0,0,0,0,0,900,N,0,"440374,64933317","4474548,80627666",
3731,SALUD S-N(PL. DEL CARMEN-GRAN VIA),0,60,3,9,0,900,N,0,"440345,435437899","4474551,10032529",
10678,"CLAVEL, 1 S-N (CABALLERO DE GRACIA - GRAN VIA)",161401,300,15,26,1,2400,N,110003,"440637,540545465","4474540,2846566",
4305,"(AFOROS) HORTALEZA, 11 S-N(GRAN VIA-INFANTAS)",0,240,8,33,1,900,N,0,"440523,170963085","4474633,75914343",
4306,"(AFOROS)GRAN VIA, 19 O-E(MONTERA-PELIGROS)",161403,1320,10,76,3,1800,N,110003,"440565,372284159","4474601,06214192",
4307,"GRAN VIA,10 E-O(VICTOR HUGO-CLAVEL)",161404,1140,15,52,2,2650,N,110003,"440741,893748195","4474547,18925217",
4308,"GRAN VIA,1 O-E(VICTOR HUGO-ALCALA)",150302,1680,34,86,3,2150,N,110003,"440787,277437113","4474523,79218721",
4309,"(AFOROS)GRAN VIA,20 E-O(CLAVEL -HORTALEZA)",0,660,5,39,1,1850,N,0,"440609,727532697","4474596,71794138",
4310,"HORTALEZA, 26 O-E(INFANTAS-SAN MARCOS)",161501,240,5,20,0,1500,N,110046,"440573,904860473","4474733,94606742",
4311,INFANTAS S-N(PL. VAZQUEZ DE MELLA-HORTALEZA),161504,0,0,0,0,1000,N,110046,"440620,808541773","4474698,21255764",
4312,AUGUSTO FIGUEROA S-N(SAN BARTOLOME -PELAYO),161604,0,0,0,0,1000,N,110046,"440738,466726977","4474879,54985688",
10874,FERRAZ N-S (IRUN -CUESTA  SAN VICENTE)(GIRO),0,540,5,20,0,3400,N,0,"439429,109439338","4474909,05005076",
4313,PL.ESPANA O-E(BAILEN-GRAN VIA),160403,420,3,16,0,3200,N,110003,"439525,24125661","4474873,97230683",
4314,BAILEN S-N (SENADO -PL.ESPANA),161801,180,2,8,0,3200,N,110003,"439527,091996267","4474749,63003551",
4315,CUESTA SAN VICENTE E-O(FERRAZ-CADARSO),161904,480,3,15,0,4000,N,110003,"439450,524773753","4474795,73687528",
4316,FERRAZ N-S(IRUN- CUESTA SAN VICENTE)(FRENTE),0,180,3,13,0,1700,N,0,"439434,107617186","4474912,79868415",
4317,"CUESTA SAN VICENTE, 14 O-E(ARRIAZA-BAILEN)",161803,840,98,98,3,3500,N,110003,"439357,053153054","4474701,76717233",
4318,(TACTICO) SALIDA JARDINES PALACIO REAL,0,19,18,19,0,900,S,0,"439283,72279379","4474626,73813939",
4319,ARRIAZA N-S(IRUN-CUESTA SAN VICENTE),161902,600,4,41,1,1540,N,110003,"439258,917777668","4474756,61541022",
4320,CUESTA SAN VICENTE O-E(SALIDA CALLE 30-ARRIAZA),0,180,2,8,0,2810,N,0,"439102,41758073","4474652,12964062",
10885,(TACTICA) PL.ESPANA E-O( GRAN VIA -FERRAZ),161804,120,28,34,1,1500,N,110003,"439510,971487103","4474874,14579027",
10875,FERRAZ N-S (P.M 16045+16041 ),161802,720,4,18,0,5100,N,110003,"439418,800697526","4474925,60651489",
4337,FERNANDEZ DE LOS RIOS O-E(PRINCESA-ARCIPRESTE DE HITA),171003,180,4,11,0,2600,N,110009,"438994,728616233","4476352,94865147",
4338,PRINCESA S-N(PL. MONCLOA-Po MORET),170101,360,2,12,0,3400,N,110009,"439034,416488366","4476201,82526628",
4339,PRINCESA N-S(GIRO IZQDA. FERNANDO EL CATOLICO),171703,240,20,39,1,1000,N,110009,"439036,097190302","4476184,37596753",
4340,Po MORET  O-E(MARTIN DE LOS HEROS-PRINCESA),170103,240,2,11,0,2500,N,110009,"438860,366720657","4476220,97399566",
4341,PRINCESA S-N(MELENDEZ VALDES-PL. MONCLOA),172211,780,5,26,1,3600,N,110009,"439100,55239806","4476080,5602768",
4342,MELENDEZ VALDES E-O(ARCIPRETES DE HITA-PRINCESA),170204,480,11,24,0,3300,N,110009,"439150,064921039","4476085,86195717",
3745,PRINCESA S-N(BENITO GUTIERREZ-MELENDEZ VALDES),170201,540,5,29,1,2150,N,110009,"439139,41859701","4476005,31486159",
3746,BENITO GUTIERREZ O-E(TUTOR-PRINCESA),0,120,5,18,0,900,N,0,"439056,423568781","4475943,5557195",
3747,RODRIGUEZ SAN PEDRO E-O(GAZTAMBIDE-PRINCESA),0,60,2,8,0,1000,N,0,"439275,27888479","4475940,67368966",
4343,PRINCESA N-S(ALTAMIRANO-MARQUES DE URQUIJO),170502,420,2,16,0,3000,N,110009,"439213,27905088","4475853,07363982",
10646,VENTURA RODRIGUEZ E-O(MARTIN HEROS -J.ALVAREZ MENDIZABAL),173504,480,4,33,1,1600,N,110009,"439422,437289726","4475154,47222189",
4345,MARQUES DE URQUIJO O-E(MARTIN DE LOS HEROS-TUTOR),170503,60,0,2,0,2600,N,110009,"439162,471437281","4475761,91640084",
4346,PRINCESA S-N(ALBERTO AGUILERA-RRODRIGUEZ SAN PEDRO),0,540,4,24,0,2600,N,0,"439229,153112277","4475839,11987853",
4347,MARQUES DE URQUIJO E-O(PRINCESA-TUTOR),0,240,1,12,0,2200,N,0,"439198,981523806","4475788,02277948",
4348,"PRINCESA, 41 N-S(BUEN SUCESO-QUINTANA)",170602,360,1,16,0,2400,N,110009,"439293,831829548","4475694,02122368",
3621,SERRANO JOVER E-O(ALBERTO AGUILERA-PRINCESA),170604,540,4,24,0,2600,N,110009,"439408,159747008","4475701,42743381",
4349,PRINCESA S-N(SEMINARIO DE NOBLES-SERRANO JOVER),170601,840,5,43,1,2100,N,110009,"439398,273295113","4475524,09204406",
4350,PRINCESA S-N(SERRANO JOVER-ALBERTO AGUILERA),170501,720,3,38,1,2000,N,110009,"439335,362559971","4475641,93692801",
4351,"PRINCESA, 39 N-S(QUINTANA-REY FRANCISCO)",170902,720,8,36,1,2400,N,110009,"439363,02820441","4475575,29573868",
4352,EVARISTO SAN MIGUEL O-E(TUTOR-PRINCESA),0,60,0,6,0,1000,N,0,"439363,416460796","4475417,79030305",
4354,(AFOROS) PRINCESA N-S(VENTURA RODRIGUEZ-PL.ESPANA),160302,240,5,17,0,1900,N,110003,"439523,130697889","4475274,91796331",
10645,VENTURA RODRIGUEZ E-O(J.ALVAREZ MENDIZABAL-FERRAZ),173404,900,10,61,2,1600,N,110009,"439388,895599701","4475078,44439116",
4355,VENTURA RODRIGUEZ E-O(PRINCESA-TUTOR),173604,540,5,28,1,2200,N,110009,"439484,30307355","4475288,63898199",
4356,ISAAC PERAL S-N (ARCIPRESTE HITA-FERNANDEZ DE LOS RIOS),171001,300,2,17,0,1900,N,110009,"439071,939658461","4476266,69965452",
4357,ISAAC PERAL N-S(FERNANDEZ DE LOS RIOS - ARCIPRESTE DE HITA),170212,540,5,34,1,1800,N,110009,"439064,476147897","4476274,98563321",
4358,"ROMERO ROBLEDO, 21 E-O(MENDIZABAL-FERRAZ)",171104,60,1,4,0,1800,N,110009,"438820,385363026","4475916,56626876",
4359,"FERRAZ, 95  S-N(BENITO GUTIERREZ-ROMERO ROBLEDO)",171101,524,1,17,0,3200,N,110009,"438768,269369896","4475831,4491484",
4360,PINTOR ROSALES N-S(BENITO GUTIERREZ-ALTAMIRANO),171202,240,4,14,0,2200,N,110009,"438696,249626537","4475732,52228748",
4361,MARQUES DE URQUIJO E-O(PINTOR ROSALES-FERRAZ),171303,480,4,18,0,3200,N,110009,"438818,608915311","4475620,4129048",
4362,FCO. Y JACINTO ALCANTARA E-O(Po CAMOENS - PINTOR ROSALES),171203,420,4,17,0,3000,N,110009,"438669,097531894","4475636,46856553",
3565,FERRAZ S-N(BUEN SUCESO-MARQUES DE URQUIJO),171301,60,0,2,0,3000,N,110009,"438979,57838912","4475541,66838131",
4363,MARQUES DE URQUIJO E-O(FERRAZ-PINTOR ROSALES),171204,240,1,11,0,2400,N,110009,"438870,153397469","4475654,14745438",
4364,PINTOR ROSALES N-S(BUEN SUCESO-QUINTANA),171402,60,1,3,0,2600,N,110009,"438929,035200166","4475412,08748912",
4365,QUINTANA E-O(MARTIN DE LOS HEROS-MENDIZABAL),0,420,12,46,1,1100,N,0,"439184,091811248","4475516,01939195",
4366,QUINTANA E-O(FERRAZ-PINTOR ROSALES),171404,60,2,9,0,900,N,110009,"439039,18621202","4475435,35153371",
4367,LUISA FERNANDA E-O(MENDIZABAL-FERRAZ),171604,240,5,24,0,1200,N,110009,"439311,712231176","4475208,12073201",
10647,JUAN ALVAREZ MENDIZABAL S-N(PL.ESPANA -V.RODRIGUEZ),0,205,9,27,1,1000,S,0,"439436,090478476","4475042,65383242",
4369,FERNANDO EL CATOLICO E-O(HILARION ESLAVA-ARCIPRETES DE HITA),171704,180,3,15,0,1500,N,110009,"439190,067261564","4476224,56096018",
4370,MARTIN DE LOS HEROS S-N(BUEN SUCESO-MARQUES DE URQUIJO),0,60,2,7,0,1200,N,0,"439112,814218384","4475656,82573225",
4371,MARQUES DE URQUIJO E-O(MARTIN DE LOS HEROS-MENDIZAL),171304,300,3,18,0,2000,N,110009,"439051,940863936","4475723,32473858",
4372,REY FRANCISCO E-O(FERRAZ-PINTOR ROSALES),0,60,2,6,0,1350,N,0,"439119,151890756","4475330,99848489",
4373,AV.MEMORIA N-S(AV.SENECA-Po MORET),170102,660,3,16,0,4900,N,110009,"438839,533828391","4476407,35545364",
7066,ISAAC PERAL N-S(PL. CRISTO REY-DONOSO CORTES),172102,480,4,27,1,2000,N,110009,"439118,333471097","4476648,16046042",
4375,DONOSO CORTES E-O(HILARION ESLAVA-ISAAC PERAL),172104,240,3,32,1,800,N,110009,"439215,46372673","4476459,89763905",
4376,PRINCESA N-S(PL. MONCLOA-ROMERO ROBLEDO),170202,180,2,7,0,3500,N,110009,"439079,551646845","4476099,43468025",
4377,"FERRAZ, 13 S-N(REY FRANCISCO-QUINTANA)",171501,420,4,21,0,2400,N,110009,"439124,123438562","4475343,02674271",
10271,MARQUES DE URQUIJO E-O(GIRO A P.ROSALES),171205,120,2,14,0,1000,N,110009,"438863,43344051","4475646,46752623",
10338,QUINTANA O-E (JUAN ALVAREZ MENDIZABAL-FERRAZ),171504,480,6,21,0,3000,N,110009,"439113,277514392","4475477,39341184",
10884,FERRAZ N-S (IRUN -VENTURA RODRIGUEZ),0,810,2,20,0,4500,N,0,"439308,971045005","4475070,92868574",
