newSegmentId,speedLimit,distance
-00004855-3100-0400-0000-0000000548be,50,6.65
-00004855-3100-0400-0000-000000055179,50,111.09
-00004855-3100-0400-0000-000000055faa,50,11.71
-00004855-3100-0400-0000-000000055fb1,50,11.57
-00004855-3100-0400-0000-000000055fb2,50,12.7
-00004855-3100-0400-0000-00000005622a,50,13.17
-00004855-3100-0400-0000-00000005622c,50,21.81
-00004855-3100-0400-0000-000000056232,50,12.92
-00004855-3100-0400-0000-000000056236,50,13.08
-00004855-3100-0400-0000-00000006e291,45,69.48
-00004855-3100-0400-0000-00000006e295,90,36.18
-00004855-3100-0400-0000-00000006e2b9,45,29.86
-00004855-3100-0400-0000-00000006e2ba,45,23.48
-00004855-3100-0400-0000-00000006e3ec,50,6.79
-00004855-3100-0400-0000-00000006e3ed,50,48.69
-00004855-3100-0400-0000-00000006e63c,50,4.18
-00004855-3100-0400-0000-00000006e6ee,50,76.5
-00004855-3100-0400-0000-00000006e6ef,50,15.32
-00004855-3100-0400-0000-00000007462c,45,33.46
-00004855-3100-0400-0000-00000007462d,50,10.62
-00004855-3100-0400-0000-00000007471b,60,27.91
-00004855-3100-0400-0000-000000074a34,50,41.22
-00004855-3100-0400-0000-000000084773,50,101.14
-00004855-3100-0400-0000-000000084774,50,13.03
-00004855-3100-0400-0000-000000084ff9,50,26.77
-00004855-3100-0400-0000-000000084ffa,50,82.6
-00004855-3100-0400-0000-000000086eaf,50,7.15
-00004855-3100-0400-0000-000000087bb3,50,106.28
-00004855-3100-0400-0000-000000087bb4,50,259.2
-00004855-3100-0400-0000-000000087e4b,60,85.13
-00004855-3100-0400-0000-000000087e4c,60,42.03
-00004855-3100-0400-0000-000000087e87,70,9.71
-00004855-3100-0400-0000-000000087f7d,50,21.81
-00004855-3100-0400-0000-000000087f92,60,27.38
-00004855-3100-0400-0000-000000087fb3,60,47.28
-00004855-3100-0400-0000-000000087fb4,60,134.36
-00004855-3100-0400-0000-000000087fc8,60,60.71
-00004855-3100-0400-0000-000000087fd9,60,68.73
-00004855-3100-0400-0000-000000087fda,60,139.96
-00004855-3100-0400-0000-000000087fdd,50,72.48
-00004855-3100-0400-0000-000000088026,50,7.45
-00004855-3100-0400-0000-000000088027,50,15.69
-00004855-3100-0400-0000-0000000880c2,50,4.94
-00004855-3100-0400-0000-00000008811a,50,21.28
-00004855-3100-0400-0000-000000088128,60,32.29
-00004855-3100-0400-0000-00000008812a,60,59.18
-00004855-3100-0400-0000-000000088130,50,323.52
-00004855-3100-0400-0000-000000088651,50,11.84
-00004855-3100-0400-0000-000000099dda,50,4.4
-00004855-3100-0400-0000-000000099ddb,50,8.59
-00004855-3100-0400-0000-00000009a1ac,70,64.46
-00004855-3100-0400-0000-00000009a50e,50,41.87
-00004855-3100-0400-0000-000000121bce,70,26.22
-00004855-3100-0400-0000-000000121bcf,70,25.26
-00004855-3100-0400-0000-000000122435,50,136.73
-00004855-3100-0400-0000-000000122520,50,49.9
-00004855-3100-0400-0000-000000122521,50,71.06
-00004855-3100-0400-0000-00000012263c,50,79.21
-00004855-3100-0400-0000-000000122647,50,242.17
-00004855-3100-0400-0000-000000122648,50,15.47
-00004855-3100-0400-0000-000000122820,50,29.83
-00004855-3100-0400-0000-000000122860,50,26.14
-00004855-3100-0400-0000-000000122861,50,78.67
-00004855-3100-0400-0000-0000001228e6,50,13.11
-00004855-3100-0400-0000-000000122941,50,35.81
-00004855-3100-0400-0000-000000122976,50,170.52
-00004855-3100-0400-0000-00000012298d,50,17.4
-00004855-3100-0400-0000-000000122999,50,27.28
-00004855-3100-0400-0000-000000122a26,60,39.9
-00004855-3100-0400-0000-000000122a27,60,11.05
-00004855-3100-0400-0000-000000122a2b,60,211.63
-00004855-3100-0400-0000-000000122a36,60,91.99
-00004855-3100-0400-0000-000000122a3e,60,90.53
-00004855-3100-0400-0000-000000122a3f,60,139.79
-00004855-3100-0400-0000-000000122a52,70,17.33
-00004855-3100-0400-0000-000000122a53,70,49.46
-00004855-3100-0400-0000-000000122df6,70,81.56
-00004855-3100-0400-0000-000000122df7,70,19.96
-00004855-3100-0400-0000-000000122eca,70,125.88
-00004855-3100-0400-0000-000000124597,50,261.84
-00004855-3100-0400-0000-0000001245da,50,34.87
-00004855-3100-0400-0000-0000001245dd,50,12.29
-00004855-3100-0400-0000-0000001245e5,50,47.49
-00004855-3100-0400-0000-0000001245e6,50,59.82
-00004855-3100-0400-0000-0000001245f1,50,21.52
-00004855-3100-0400-0000-0000001245f2,50,26.97
-00004855-3100-0400-0000-00000012464d,50,151.75
-00004855-3100-0400-0000-0000001246d0,50,10.02
-00004855-3100-0400-0000-0000001246d1,50,70.91
-00004855-3100-0400-0000-0000001246d2,50,32.91
-00004855-3100-0400-0000-0000001246d6,50,51.8
-00004855-3100-0400-0000-0000001246d7,50,33.26
-00004855-3100-0400-0000-0000001249c1,50,11.36
-00004855-3100-0400-0000-0000001249c6,50,12.74
-00004855-3100-0400-0000-0000001249c9,60,121.14
-00004855-3100-0400-0000-000000124a31,50,8.79
-00004855-3100-0400-0000-000000124a6b,50,15.17
-00004855-3100-0400-0000-000000124a6f,50,53.97
-00004855-3100-0400-0000-000000124a70,50,11.82
-00004855-3100-0400-0000-000000124a71,50,25.92
-00004855-3100-0400-0000-000000124a73,50,24.78
-00004855-3100-0400-0000-000000124a74,50,36.08
-00004855-3100-0400-0000-000000124b03,50,55.39
-00004855-3100-0400-0000-00000012bf92,50,47.69
-00004855-3100-0400-0000-00000012bf93,50,38.43
-00004855-3100-0400-0000-00000012bfba,50,72.81
-00004855-3100-0400-0000-00000012bfbb,50,140.09
-00004855-3100-0400-0000-00000012ce58,60,58.97
-00004855-3100-0400-0000-00000012ce59,60,40.39
-00004855-3100-0400-0000-00000012cf5a,50,169.85
-00004855-3100-0400-0000-00000012cf63,50,15.38
-00004855-3100-0400-0000-00000012d09e,50,48.27
-00004855-3100-0400-0000-00000012d09f,50,148.77
-00004855-3100-0400-0000-00000012fb0f,70,4.77
-00004855-3100-0400-0000-00000012fb10,70,3.57
-00004855-3100-0400-0000-00000012fb4a,70,22.32
-00004855-3100-0400-0000-000000130da8,50,50.07
-00004855-3100-0400-0000-000000130de6,50,11.79
-00004855-3100-0400-0000-000000130e09,50,48.55
-00004855-3100-0400-0000-000000130e3a,50,110.73
-00004855-3100-0400-0000-000000130e3b,60,113.66
-00004855-3100-0400-0000-000000130e41,90,71.61
-00004855-3100-0400-0000-000000130e45,90,451.05
-00004855-3100-0400-0000-000000130e47,70,79.22
-00004855-3100-0400-0000-0000001310c1,60,103.75
-00004855-3100-0400-0000-00000013111b,60,8.74
-00004855-3100-0400-0000-000000131137,70,50.66
-00004855-3100-0400-0000-00000013113b,70,43.77
-00004855-3100-0400-0000-00000013113c,70,79.56
-00004855-3100-0400-0000-00000013113d,50,118.0
-00004855-3100-0400-0000-00000013113e,50,9.97
-00004855-3100-0400-0000-000000131771,50,88.13
-00004855-3100-0400-0000-000000131782,100,310.21
-00004855-3100-0400-0000-000000131796,100,21.83
-00004855-3100-0400-0000-000000131797,100,271.31
-00004855-3100-0400-0000-000000131868,60,272.11
-00004855-3100-0400-0000-0000001318d6,50,114.8
-00004855-3100-0400-0000-0000001318d7,70,280.43
-00004855-3100-0400-0000-0000001318d8,70,133.53
-00004855-3100-0400-0000-0000001318d9,70,57.3
-00004855-3100-0400-0000-0000001320ae,100,199.29
-00004855-3100-0400-0000-0000001320af,90,40.17
-00004855-3100-0400-0000-0000001320b3,100,481.65
-00004855-3100-0400-0000-000000132ba6,40,76.33
-00004855-3100-0400-0000-000000132ba7,50,97.46
-00004855-3100-0400-0000-000000132d48,70,41.55
-00004855-3100-0400-0000-000000132d49,70,52.74
-00004855-3100-0400-0000-000000132d4a,70,55.46
-00004855-3100-0400-0000-00000013542e,50,32.99
-00004855-3100-0400-0000-0000001354ad,50,8.32
-00004855-3100-0400-0000-0000001354af,50,8.63
-00004855-3100-0400-0000-0000001354bb,50,11.43
-00004855-3100-0400-0000-00000013574f,50,22.54
-00004855-3100-0400-0000-000000135750,50,56.61
-00004855-3100-0400-0000-000000135b89,50,16.97
-00004855-3100-0400-0000-000000135b8a,50,25.04
-00004855-3100-0400-0000-000000135b8d,50,50.63
-00004855-3100-0400-0000-000000135b8e,50,15.76
-00004855-3100-0400-0000-000000136f9c,70,47.59
-00004855-3100-0400-0000-000000138747,70,9.07
-00004855-3100-0400-0000-000000138779,50,21.43
-00004855-3100-0400-0000-00000013884d,50,42.26
-00004855-3100-0400-0000-00000013884e,50,8.75
-00004855-3100-0400-0000-000000138881,50,70.4
-00004855-3100-0400-0000-000000138882,50,90.37
-00004855-3100-0400-0000-0000001388e5,50,120.07
-00004855-3100-0400-0000-0000001388e6,50,57.53
-00004855-3100-0400-0000-0000001388e9,50,168.44
-00004855-3100-0400-0000-0000001388ea,50,23.06
-00004855-3100-0400-0000-0000001390a6,50,177.3
-00004855-3100-0400-0000-0000001390a7,50,13.93
-00004855-3100-0400-0000-00000013a1da,90,118.95
-00004855-3100-0400-0000-00000013ce51,70,118.11
-00004855-3100-0400-0000-00000013ce52,70,20.6
-00004855-3100-0400-0000-00000013d04a,70,15.82
-00004855-3100-0400-0000-00000013d082,70,94.63
-00004855-3100-0400-0000-00000013d089,50,42.27
-00004855-3100-0400-0000-00000013d0a1,70,26.38
-00004855-3100-0400-0000-00000013d0a2,70,29.5
-00004855-3100-0400-0000-00000013d0bb,60,30.16
-00004855-3100-0400-0000-00000013d0bc,60,75.94
-00004855-3100-0400-0000-00000013d0c1,60,85.62
-00004855-3100-0400-0000-00000013d0c2,60,13.17
-00004855-3100-0400-0000-00000013d0c7,60,197.01
-00004855-3100-0400-0000-00000013d0c8,90,18.96
-00004855-3100-0400-0000-00000013d0cb,90,84.84
-00004855-3100-0400-0000-00000013d0cc,90,50.25
-00004855-3100-0400-0000-00000013d260,60,39.03
-00004855-3100-0400-0000-00000013d337,90,58.18
-00004855-3100-0400-0000-00000013d338,70,26.05
-00004855-3100-0400-0000-00000013d8e0,50,57.83
-00004855-3100-0400-0000-00000013daa6,70,27.16
-00004855-3100-0400-0000-00000013db73,50,42.82
-00004855-3100-0400-0000-00000013db74,50,19.77
-00004855-3100-0400-0000-00000013dbb5,60,37.08
-00004855-3100-0400-0000-00000013dbb6,60,20.09
-00004855-3100-0400-0000-00000013dbf1,50,18.08
-00004855-3100-0400-0000-00000013dbf3,50,46.91
-00004855-3100-0400-0000-00000013dbf4,50,14.41
-00004855-3100-0400-0000-000000140af4,50,54.1
-00004855-3100-0400-0000-000000140af5,50,14.79
-00004855-3100-0400-0000-000000140afb,50,12.84
-00004855-3100-0400-0000-000000140afc,50,99.49
-00004855-3100-0400-0000-0000001432f3,50,37.51
-00004855-3100-0400-0000-0000001432f6,50,7.27
-00004855-3100-0400-0000-0000001432fa,60,56.18
-00004855-3100-0400-0000-000000143527,70,13.63
-00004855-3100-0400-0000-000000143528,70,20.78
-00004855-3100-0400-0000-00000014353d,50,33.68
-00004855-3100-0400-0000-00000014353e,50,18.7
-00004855-3100-0400-0000-00000014353f,60,69.76
-00004855-3100-0400-0000-000000143540,60,38.12
-00004855-3100-0400-0000-000000143542,60,244.52
-00004855-3100-0400-0000-000000143545,50,122.77
-00004855-3100-0400-0000-000000143546,70,70.19
-00004855-3100-0400-0000-0000001445f1,90,74.39
-00004855-3100-0400-0000-0000001445f2,50,34.7
-00004855-3100-0400-0000-000000144d73,40,65.75
-00004855-3100-0400-0000-000000144d84,50,112.35
-00004855-3100-0400-0000-000000144d85,60,63.76
-00004855-3100-0400-0000-000000144e8f,30,52.81
-00004855-3100-0400-0000-000000144e90,50,42.86
-00004855-3100-0400-0000-000000144e91,50,90.73
-00004855-3100-0400-0000-00000014507d,50,34.81
-00004855-3100-0400-0000-00000014507e,50,61.28
-00004855-3100-0400-0000-00000014507f,50,30.54
-00004855-3100-0400-0000-000000145080,50,5.88
-00004855-3100-0400-0000-000000145091,70,97.84
-00004855-3100-0400-0000-000000145094,70,95.53
-00004855-3100-0400-0000-0000001450b8,60,143.88
-00004855-3100-0400-0000-0000001450c2,50,82.35
-00004855-3100-0400-0000-0000001450c3,50,32.92
-00004855-3100-0400-0000-0000001450cb,50,44.06
-00004855-3100-0400-0000-0000001450d3,50,57.99
-00004855-3100-0400-0000-000000145137,70,66.75
-00004855-3100-0400-0000-000000145138,70,152.34
-00004855-3100-0400-0000-000000145151,70,17.84
-00004855-3100-0400-0000-000000145152,70,136.42
-00004855-3100-0400-0000-000000145154,70,91.84
-00004855-3100-0400-0000-0000001451ca,50,27.57
-00004855-3100-0400-0000-00000014f92b,90,670.15
-00004855-3100-0400-0000-00000014f92c,90,24.91
-00004855-3100-0400-0000-00000014f93f,60,96.56
-00004855-3100-0400-0000-0000001525a5,70,142.18
-00004855-3100-0400-0000-0000001525b2,40,3.77
-00004855-3100-0400-0000-0000001525b3,40,48.22
-00004855-3100-0400-0000-0000001525b7,30,11.93
-00004855-3100-0400-0000-0000001525b8,30,64.61
-00004855-3100-0400-0000-0000001525b9,40,54.98
-00004855-3100-0400-0000-000000152625,50,13.04
-00004855-3100-0400-0000-00000015267d,70,8.46
-00004855-3100-0400-0000-000000152680,70,23.77
-00004855-3100-0400-0000-000000152681,70,54.24
-00004855-3100-0400-0000-000000152691,50,80.91
-00004855-3100-0400-0000-0000001527a7,50,390.42
-00004855-3100-0400-0000-000000152aa9,70,27.0
-00004855-3100-0400-0000-000000152aae,100,7.99
-00004855-3100-0400-0000-000000152aaf,100,672.65
-00004855-3100-0400-0000-000000152ab4,50,6.52
-00004855-3100-0400-0000-000000152ab5,50,30.37
-00004855-3100-0400-0000-000000152af4,50,231.6
-00004855-3100-0400-0000-000000152af7,50,122.25
-00004855-3100-0400-0000-000000152b00,50,5.07
-00004855-3100-0400-0000-000000152b0e,50,15.74
-00004855-3100-0400-0000-000000152b2e,50,22.5
-00004855-3100-0400-0000-000000152b3f,60,69.19
-00004855-3100-0400-0000-000000152b5a,70,22.67
-00004855-3100-0400-0000-000000152b5b,70,97.77
-00004855-3100-0400-0000-000000152b5d,70,49.27
-00004855-3100-0400-0000-000000152b66,50,69.41
-00004855-3100-0400-0000-000000152b67,50,18.04
-00004855-3100-0400-0000-000000152b6a,70,148.41
-00004855-3100-0400-0000-000000152b7b,50,4.86
-00004855-3100-0400-0000-000000152b7c,50,7.91
-00004855-3100-0400-0000-000000152b7e,50,5.07
-00004855-3100-0400-0000-000000152b7f,50,7.55
-00004855-3100-0400-0000-000000152bad,50,22.88
-00004855-3100-0400-0000-000000152bae,50,5.56
-00004855-3100-0400-0000-000000152bb4,50,37.75
-00004855-3100-0400-0000-000000152bb5,50,6.12
-00004855-3100-0400-0000-000000152bb9,30,10.26
-00004855-3100-0400-0000-000000152bbc,50,67.51
-00004855-3100-0400-0000-000000152bc1,50,71.45
-00004855-3100-0400-0000-000000152bca,50,35.72
-00004855-3100-0400-0000-000000152bd1,50,15.12
-00004855-3100-0400-0000-000000152bd3,50,43.83
-00004855-3100-0400-0000-000000152bd5,50,24.92
-00004855-3100-0400-0000-000000152bd6,50,25.54
-00004855-3100-0400-0000-000000152bd7,50,8.55
-00004855-3100-0400-0000-000000152bd8,50,50.36
-00004855-3100-0400-0000-000000152bd9,50,18.57
-00004855-3100-0400-0000-000000152bda,50,18.36
-00004855-3100-0400-0000-000000152bdc,50,68.27
-00004855-3100-0400-0000-000000152bdd,50,11.41
-00004855-3100-0400-0000-000000152be1,50,12.66
-00004855-3100-0400-0000-000000187800,50,36.68
-00004855-3100-0400-0000-000000187801,50,39.36
-00004855-3100-0400-0000-000000187804,50,41.11
-00004855-3100-0400-0000-000000187807,50,57.64
-00004855-3100-0400-0000-000000187808,50,21.85
-00004855-3100-0400-0000-0000001878d5,50,28.46
-00004855-3100-0400-0000-0000001878d7,50,49.16
-00004855-3100-0400-0000-0000001878d8,50,23.4
-00004855-3100-0400-0000-000000187c27,50,12.04
-00004855-3100-0400-0000-000000187c28,50,82.05
-00004855-3100-0400-0000-000000187c33,50,9.47
-00004855-3100-0400-0000-000000187c35,50,6.7
-00004855-3100-0400-0000-000000187c36,50,54.59
-00004855-3100-0400-0000-000000187c39,50,3.81
-00004855-3100-0400-0000-000000187c3a,50,15.29
-00004855-3100-0400-0000-000000187c4b,50,5.25
-00004855-3100-0400-0000-000000187c4c,50,13.57
-00004855-3100-0400-0000-000000187c50,30,47.78
-00004855-3100-0400-0000-000000187c51,30,16.48
-00004855-3100-0400-0000-000000187c52,30,10.13
-00004855-3100-0400-0000-000000187c53,30,55.41
-00004855-3100-0400-0000-000000187c54,50,41.35
-00004855-3100-0400-0000-000000187c55,50,20.22
-00004855-3100-0400-0000-000000187c56,50,213.0
-00004855-3100-0400-0000-000000187c57,50,9.59
-00004855-3100-0400-0000-000000187c5a,50,31.69
-00004855-3100-0400-0000-000000187c5c,50,81.5
-00004855-3100-0400-0000-000000187c5d,50,23.08
-00004855-3100-0400-0000-000000187c95,50,41.38
-00004855-3100-0400-0000-000000187c96,50,211.73
-00004855-3100-0400-0000-000000187c98,50,7.31
-00004855-3100-0400-0000-000000187c99,50,84.42
-00004855-3100-0400-0000-000000187c9a,50,140.71
-00004855-3100-0400-0000-000000187c9c,50,7.46
-00004855-3100-0400-0000-000000187c9e,50,27.8
-00004855-3100-0400-0000-000000187c9f,50,11.83
-00004855-3100-0400-0000-000000187ca0,50,3.91
-00004855-3100-0400-0000-000000187ca5,50,22.43
-00004855-3100-0400-0000-000000187ca6,50,6.56
-00004855-3100-0400-0000-000000187ca8,50,5.3
-00004855-3100-0400-0000-000000187ca9,50,158.11
-00004855-3100-0400-0000-000000187caa,50,56.98
-00004855-3100-0400-0000-000000187cac,50,3.79
-00004855-3100-0400-0000-000000187cad,50,3.75
-00004855-3100-0400-0000-000000187cae,50,81.77
-00004855-3100-0400-0000-000000187cb0,50,6.67
-00004855-3100-0400-0000-000000187cb1,50,26.48
-00004855-3100-0400-0000-000000187cb2,50,14.64
-00004855-3100-0400-0000-000000187cb4,50,11.13
-00004855-3100-0400-0000-000000187cfa,50,24.8
-00004855-3100-0400-0000-000000187cfe,50,5.54
-00004855-3100-0400-0000-000000187cff,50,8.85
-00004855-3100-0400-0000-000000187d00,50,9.86
-00004855-3100-0400-0000-000000187d01,50,45.83
-00004855-3100-0400-0000-000000187d02,50,95.94
-00004855-3100-0400-0000-000000187d03,50,7.24
-00004855-3100-0400-0000-000000187d06,50,21.47
-00004855-3100-0400-0000-00000019f2d6,50,194.43
-00004855-3100-0400-0000-00000019f310,50,106.25
-00004855-3100-0400-0000-00000019f311,50,5.7
-00004855-3100-0400-0000-0000001a6a6a,50,60.01
-00004855-3100-0400-0000-0000001a6a6b,50,47.2
-00004855-3100-0400-0000-0000001a6feb,70,181.18
-00004855-3100-0400-0000-0000001a6fff,70,11.91
-00004855-3100-0400-0000-0000001a7109,70,50.36
-00004855-3100-0400-0000-0000001a7118,50,26.5
-00004855-3100-0400-0000-0000001a7434,50,56.61
-00004855-3100-0400-0000-0000001a7435,50,16.32
-00004855-3100-0400-0000-0000001a7438,50,53.96
-00004855-3100-0400-0000-0000001a7444,50,56.25
-00004855-3100-0400-0000-0000001a7449,50,34.86
-00004855-3100-0400-0000-0000001a744a,50,4.95
-00004855-3100-0400-0000-0000001b02b7,60,32.03
-00004855-3100-0400-0000-0000001b02b8,60,244.14
-00004855-3100-0400-0000-0000001b02c1,60,88.13
-00004855-3100-0400-0000-0000001b3153,60,5.08
-00004855-3100-0400-0000-0000001f1fd8,40,51.17
-00004855-3100-0400-0000-0000001f1fe0,50,16.11
-00004855-3100-0400-0000-0000001f1fe1,50,8.26
-00004855-3100-0400-0000-0000001f211d,50,164.4
-00004855-3100-0400-0000-0000001f211e,50,6.03
-00004855-3100-0400-0000-0000001f22cf,50,98.21
-00004855-3100-0400-0000-0000001f22d2,45,16.02
-00004855-3100-0400-0000-0000001f237c,70,14.84
-00004855-3100-0400-0000-0000001f2589,50,34.05
-00004855-3100-0400-0000-0000001f2601,50,54.36
-00004855-3100-0400-0000-0000001f2604,90,394.56
-00004855-3100-0400-0000-0000001f2605,90,89.05
-00004855-3100-0400-0000-0000001f260b,90,121.94
-00004855-3100-0400-0000-0000001f61c9,50,51.77
-00004855-3100-0400-0000-0000001f61cd,50,54.41
-00004855-3100-0400-0000-0000001f756b,50,9.31
-00004855-3100-0400-0000-0000001f756c,50,91.35
-00004855-3100-0400-0000-0000001f757c,50,44.01
-00004855-3100-0400-0000-0000001f757d,50,41.4
-00004855-3100-0400-0000-0000001f758e,50,156.03
-00004855-3100-0400-0000-0000001f758f,50,5.54
-00004855-3100-0400-0000-0000001f7592,50,114.9
-00004855-3100-0400-0000-0000001f75f3,50,46.0
-00004855-3100-0400-0000-0000001f75f4,50,23.31
-00004855-3100-0400-0000-0000001f75f5,50,20.72
-00004855-3100-0400-0000-0000001f75f6,50,49.62
-00004855-3100-0400-0000-0000001f760a,50,58.13
-00004855-3100-0400-0000-0000001f760e,50,22.74
-00004855-3100-0400-0000-0000001f760f,50,31.38
-00004855-3100-0400-0000-0000001f7649,70,43.43
-00004855-3100-0400-0000-0000001f765e,50,16.51
-00004855-3100-0400-0000-0000001f765f,50,21.95
-00004855-3100-0400-0000-0000001fadec,70,13.45
-00004855-3100-0400-0000-0000001fb517,50,48.3
-00004855-3100-0400-0000-0000001fbd75,30,36.54
-00004855-3100-0400-0000-0000001fbd77,50,37.23
-00004855-3100-0400-0000-0000001fbd78,50,16.35
-00004855-3100-0400-0000-0000001fbdd3,50,40.04
-00004855-3100-0400-0000-0000001fbf4f,30,62.23
-00004855-3100-0400-0000-0000001fbf55,50,13.43
-00004855-3100-0400-0000-0000001fbf56,50,19.35
-00004855-3100-0400-0000-0000001fbf68,50,18.02
-00004855-3100-0400-0000-0000001fbf6a,50,5.38
-00004855-3100-0400-0000-0000001fbf6b,50,21.49
-00004855-3100-0400-0000-0000001fbf72,50,74.89
-00004855-3100-0400-0000-0000001fbf76,40,83.57
-00004855-3100-0400-0000-0000001fbf7b,50,29.75
-00004855-3100-0400-0000-0000001fbf86,30,76.44
-00004855-3100-0400-0000-0000001fbf96,60,15.09
-00004855-3100-0400-0000-0000001fbf97,60,4.59
-00004855-3100-0400-0000-0000001fbf9f,50,31.4
-00004855-3100-0400-0000-000000205c77,100,90.64
-00004855-3100-0400-0000-000000205ca0,70,19.9
-00004855-3100-0400-0000-000000205fba,50,142.34
-00004855-3100-0400-0000-000000206b00,50,146.41
-00004855-3100-0400-0000-000000206b60,50,15.02
-00004855-3100-0400-0000-000000206b61,50,76.61
-00004855-3100-0400-0000-00000021107c,50,86.89
-00004855-3100-0400-0000-00000021107d,50,34.62
-00004855-3100-0400-0000-00000021107e,50,36.95
-00004855-3100-0400-0000-00000021107f,50,56.65
-00004855-3100-0400-0000-000000215de6,50,68.03
-00004855-3100-0400-0000-000000215dee,50,43.17
-00004855-3100-0400-0000-000000215def,50,55.1
-00004855-3100-0400-0000-00000021999f,50,36.02
-00004855-3100-0400-0000-00000021a93e,60,7.59
-00004855-3100-0400-0000-00000021b85f,50,31.33
-00004855-3100-0400-0000-00000021b860,50,71.65
-00004855-3100-0400-0000-00000021c859,50,246.05
-00004855-3100-0400-0000-00000021c8ba,50,82.22
-00004855-3100-0400-0000-00000021d424,45,15.78
-00004855-3100-0400-0000-00000021d42a,45,14.32
-00004855-3100-0400-0000-00000021d543,50,38.98
-00004855-3100-0400-0000-00000021d544,50,21.99
-00004855-3100-0400-0000-00000021d546,50,13.7
-00004855-3100-0400-0000-00000021d549,70,279.12
-00004855-3100-0400-0000-00000021d54a,70,125.67
-00004855-3100-0400-0000-00000021d84e,50,33.7
-00004855-3100-0400-0000-00000021ec11,70,97.3
-00004855-3100-0400-0000-00000021ec12,70,136.13
-00004855-3100-0400-0000-00000021f3f3,70,26.36
-00004855-3100-0400-0000-00000021f3f4,70,33.24
-00004855-3100-0400-0000-00000021f3f9,50,46.95
-00004855-3100-0400-0000-00000021f3fa,50,70.28
-00004855-3100-0400-0000-00000021f405,70,12.35
-00004855-3100-0400-0000-00000021f406,70,69.86
-00004855-3100-0400-0000-00000021f407,70,4.19
-00004855-3100-0400-0000-00000021f408,70,41.68
-00004855-3100-0400-0000-00000021f42d,50,163.29
-00004855-3100-0400-0000-00000021f42e,50,55.36
-00004855-3100-0400-0000-00000021f48c,50,27.65
-00004855-3100-0400-0000-00000021f509,30,74.87
-00004855-3100-0400-0000-00000021f50a,50,13.57
-00004855-3100-0400-0000-00000021f536,70,29.46
-00004855-3100-0400-0000-00000021f537,70,9.6
-00004855-3100-0400-0000-00000021f549,60,41.01
-00004855-3100-0400-0000-00000021f54a,60,77.94
-00004855-3100-0400-0000-00000021f55d,60,43.76
-00004855-3100-0400-0000-00000021f55e,60,36.96
-00004855-3100-0400-0000-00000021f563,60,37.77
-00004855-3100-0400-0000-00000021f564,70,18.94
-00004855-3100-0400-0000-00000021f58b,70,121.87
-00004855-3100-0400-0000-00000021f58c,70,51.84
-00004855-3100-0400-0000-00000021f58d,70,35.97
-00004855-3100-0400-0000-00000021f755,30,51.62
-00004855-3100-0400-0000-00000021f78f,70,61.57
-00004855-3100-0400-0000-00000021f790,70,44.84
-00004855-3100-0400-0000-00000021f7ca,50,29.66
-00004855-3100-0400-0000-00000021f7cb,50,29.16
-00004855-3100-0400-0000-00000021f7ce,50,18.92
-00004855-3100-0400-0000-00000021f7cf,50,289.29
-00004855-3100-0400-0000-00000021f81a,70,60.62
-00004855-3100-0400-0000-00000021f81b,70,91.91
-00004855-3100-0400-0000-00000021fb75,60,27.98
-00004855-3100-0400-0000-00000021fb9c,70,836.67
-00004855-3100-0400-0000-00000021fb9d,70,6.32
-00004855-3100-0400-0000-000000220006,70,17.5
-00004855-3100-0400-0000-000000220007,70,21.72
-00004855-3100-0400-0000-00000022001e,50,4.83
-00004855-3100-0400-0000-00000022001f,50,19.42
-00004855-3100-0400-0000-00000022028d,50,90.13
-00004855-3100-0400-0000-0000002215b2,50,23.73
-00004855-3100-0400-0000-0000002215b3,50,61.39
-00004855-3100-0400-0000-0000002215c4,50,4.76
-00004855-3100-0400-0000-0000002215c5,50,12.02
-00004855-3100-0400-0000-0000002215dc,50,131.3
-00004855-3100-0400-0000-0000002215de,50,25.51
-00004855-3100-0400-0000-0000002215df,50,33.19
-00004855-3100-0400-0000-0000002215e4,50,123.5
-00004855-3100-0400-0000-0000002215e5,50,22.18
-00004855-3100-0400-0000-000000221638,60,109.49
-00004855-3100-0400-0000-000000221639,50,10.27
-00004855-3100-0400-0000-0000002216c8,50,11.02
-00004855-3100-0400-0000-0000002216c9,50,32.52
-00004855-3100-0400-0000-0000002216cc,50,49.4
-00004855-3100-0400-0000-0000002216cd,50,19.84
-00004855-3100-0400-0000-0000002216d2,60,32.48
-00004855-3100-0400-0000-0000002216d3,60,67.58
-00004855-3100-0400-0000-0000002216d4,60,16.03
-00004855-3100-0400-0000-00000022173a,50,30.55
-00004855-3100-0400-0000-00000022173b,50,6.82
-00004855-3100-0400-0000-000000221759,50,10.17
-00004855-3100-0400-0000-00000022175a,50,29.11
-00004855-3100-0400-0000-00000022175c,50,11.84
-00004855-3100-0400-0000-000000221762,60,118.21
-00004855-3100-0400-0000-000000221763,60,9.01
-00004855-3100-0400-0000-00000022180c,50,41.5
-00004855-3100-0400-0000-000000221810,50,4.18
-00004855-3100-0400-0000-00000022184c,50,28.85
-00004855-3100-0400-0000-00000022184f,50,11.4
-00004855-3100-0400-0000-0000002218cd,50,34.98
-00004855-3100-0400-0000-0000002218ce,50,4.69
-00004855-3100-0400-0000-000000221d87,45,56.3
-00004855-3100-0400-0000-000000221d88,50,77.67
