newSegmentId,speedLimit,distance
-00004855-3100-0400-0000-000000221ec5,70,62.16
-00004855-3100-0400-0000-000000221ec6,70,10.69
-00004855-3100-0400-0000-000000221ec7,70,39.23
-00004855-3100-0400-0000-000000221ecd,50,41.59
-00004855-3100-0400-0000-000000221ece,50,11.16
-00004855-3100-0400-0000-00000022351c,50,58.08
-00004855-3100-0400-0000-00000022351d,50,16.72
-00004855-3100-0400-0000-000000223551,50,24.57
-00004855-3100-0400-0000-00000022672b,50,5.44
-00004855-3100-0400-0000-00000022672c,50,57.43
-00004855-3100-0400-0000-0000002267b9,50,193.04
-00004855-3100-0400-0000-0000002267ba,50,186.93
-00004855-3100-0400-0000-00000022a467,100,158.03
-00004855-3100-0400-0000-00000022ca7e,50,4.61
-00004855-3100-0400-0000-00000022ca7f,50,183.87
-00004855-3100-0400-0000-00000022cd1c,50,143.3
-00004855-3100-0400-0000-00000022cd1d,50,20.63
-00004855-3100-0400-0000-00000022cd1f,50,51.28
-00004855-3100-0400-0000-00000022cd20,50,53.7
-00004855-3100-0400-0000-00000022ce18,50,16.24
-00004855-3100-0400-0000-00000022ce1d,50,45.86
-00004855-3100-0400-0000-00000022ce1e,50,28.21
-00004855-3100-0400-0000-00000022d11f,70,25.54
-00004855-3100-0400-0000-00000022d120,70,114.48
-00004855-3100-0400-0000-00000022fb8e,60,30.7
-00004855-3100-0400-0000-00000022fb8f,60,54.97
-00004855-3100-0400-0000-00000023005a,60,10.04
-00004855-3100-0400-0000-00000023005b,60,42.0
-00004855-3100-0400-0000-000000230685,60,55.4
-00004855-3100-0400-0000-000000230686,60,10.25
-00004855-3100-0400-0000-000000230689,90,30.24
-00004855-3100-0400-0000-00000023068d,50,14.34
-00004855-3100-0400-0000-00000023068e,50,5.55
-00004855-3100-0400-0000-000000230805,100,194.34
-00004855-3100-0400-0000-00000023087e,90,23.75
-00004855-3100-0400-0000-00000023087f,100,30.31
-00004855-3100-0400-0000-000000230880,100,54.59
-00004855-3100-0400-0000-000000230881,100,37.23
-00004855-3100-0400-0000-0000002308a5,50,46.82
-00004855-3100-0400-0000-0000002308a6,50,39.12
-00004855-3100-0400-0000-00000023099f,50,138.71
-00004855-3100-0400-0000-0000002309b2,70,22.99
-00004855-3100-0400-0000-0000002309b3,70,45.88
-00004855-3100-0400-0000-0000002314eb,80,232.41
-00004855-3100-0400-0000-0000002314ee,100,76.8
-00004855-3100-0400-0000-0000002314ef,100,264.1
-00004855-3100-0400-0000-0000002314f3,50,232.11
-00004855-3100-0400-0000-000000231726,50,29.83
-00004855-3100-0400-0000-000000231727,50,67.59
-00004855-3100-0400-0000-000000231ba9,60,28.46
-00004855-3100-0400-0000-000000231baa,60,75.82
-00004855-3100-0400-0000-000000233d95,50,61.82
-00004855-3100-0400-0000-000000234bd4,50,40.96
-00004855-3100-0400-0000-000000234bd5,50,22.4
-00004855-3100-0400-0000-000000234c12,50,81.75
-00004855-3100-0400-0000-000000234c56,70,88.71
-00004855-3100-0400-0000-000000234c57,70,70.22
-00004855-3100-0400-0000-000000238983,50,6.53
-00004855-3100-0400-0000-000000238985,50,17.19
-00004855-3100-0400-0000-000000239f39,70,62.54
-806c05b6-6bc5-4fa5-a35a-7d9ac4aba566,50,57.77
-8073079d-9377-4ddf-adba-320d5994881a,50,66.75
-82cbfda2-e93f-4366-a05f-254f3130d831,50,20.35
-83a75cc2-dd24-4cb4-bd9d-40a743a536ad,50,69.95
-840f487e-5013-442b-8482-21f38d2a542c,50,9.17
-842d6434-6e7c-43e6-a5d1-bf15cb2a4715,40,10.12
-84884280-238a-4e51-a2c8-679b9fd94474,50,36.03
-8493222f-3636-4f14-b56f-0d8fd951ef8e,50,36.19
-85269eb0-021c-4c8d-a2e8-9309de7fcf11,50,13.63
-85f3ec9b-7cc5-4ffc-ad3b-66d6ab7923b7,50,43.96
-8632ad2c-2376-47b7-87d6-0cfbc997e905,50,16.14
-875f316e-4b3c-46ed-82ef-846825a5e416,50,79.22
-876331ab-5d8c-43d9-b80c-1d3bb4ad909d,50,30.01
-878d15ce-57c7-40f0-b34e-105b28f41aaf,60,50.52
-87a5a5d2-09c7-4a0b-be57-98659733de9a,50,5.55
-87cad396-190b-4880-96d2-b3c539f6fb2f,50,30.3
-87dff73d-93d6-4823-b51b-0c1e5373fdbc,50,21.42
-881a6432-b8d9-4b19-93c7-46f00af88855,70,53.66
-88a4a3b0-24e3-4979-8f45-8f9706a4735d,50,10.03
-89077f52-f1e5-4542-8224-6521d9f615d2,50,31.38
-8a75a907-eda7-48a6-bad8-2a78f4fb238f,50,40.67
-8abb647e-a636-4290-9938-fe589ea460c6,40,11.23
-8b283388-95f0-476c-8f61-c9033e6e981e,50,12.38
-8b345f59-1eee-4649-b4c8-352bebb4f0f1,50,43.65
-8ba1ef9e-f1ab-4c63-b0ac-ebd74cbd51fd,50,20.89
-8c27727b-ae29-4af2-a6c9-fd9f4725e5e7,50,33.87
-8c7f99cd-f70b-4b76-8125-ab7967a2ef8a,50,9.47
-8cc24596-6c22-456e-9410-6394330d53b4,50,12.38
-8cd9a7a3-0f33-4f69-b0bd-b73699b373cf,70,23.96
-8da56852-8e57-4691-a12b-b6da39608224,50,45.14
-8e1b4f83-b742-4d4a-a788-8b87ed988669,50,99.96
-8f2ef62e-4ce2-432a-bcca-700e0c55dd39,70,13.01
-8f481cc6-cb65-4c8b-ad5f-5fa3fc8de9af,50,103.76
-8f6561d1-3f69-41bc-b9aa-7b81cf326fa9,50,22.22
-8fddbf96-04e6-4610-9ed2-1b5a828778d1,50,44.53
-908647f8-b471-4197-af46-2a5f26cc7949,50,51.56
-90acbb5f-1390-4def-9ef4-c4282bc58f88,70,183.71
-90d24f2a-4b77-4415-820d-6adb75deb82e,60,13.77
-91430cb2-5fb5-431c-8bd3-2ccb271ce209,50,90.38
-920f8090-e906-442a-9c11-44cf782f8db1,70,43.03
-922a2795-18d5-4115-a415-fdc2e38a92e7,50,65.64
-9241381f-c92a-488d-a9e2-98e520374584,50,15.93
-92565d40-f3e4-4ef9-877b-c56094ecd502,50,33.27
-926e9ca8-93f5-407f-a42e-ff056a9625cc,50,59.58
-92f0cf58-df50-46b1-820e-9ad368b796df,50,13.82
-93ac1b2e-4f25-46e7-b04e-93e151052da4,50,105.06
-944d667b-0cb1-40dc-9f09-943361379a74,50,66.41
-948ccea6-e8b4-48d5-bc1c-17fbbe3c9767,50,131.28
-9490d5fd-a0df-4fb1-abf8-870a089ac316,50,15.21
-949b76ff-3a5c-4be1-b3cf-21eabbce94da,50,19.96
-94b27cb1-dbb8-4ec5-bb14-951c72d81a98,50,62.53
-94de9085-9371-4e2d-b588-9fbc1e9a8788,50,53.98
-96088275-e256-4a43-a599-42f70383f09b,50,31.57
-96225ddb-adc8-4775-904d-2f7ecfba9274,50,76.82
-962adfc3-ef51-46dc-aa1b-b39a48398f8f,50,22.99
-968e56d6-f9de-43ea-b59d-1f296d8c7e04,70,51.65
-9704dad8-ad45-4c54-9987-abd5d5747288,50,139.22
-9752e10b-f6aa-404a-8b3d-0b35e6c5c52e,70,144.55
-97b095fa-e50f-4d78-a0f0-303207b6be35,70,63.29
-982d3035-815c-4ae5-a99c-e36de0d4134a,50,50.29
-986bf769-b293-43f3-8373-e80e8d194a5a,50,17.23
-990e5bea-37eb-4896-b0b1-de32873f54b0,50,22.0
-997908f5-360f-40b7-9d9c-eb753d500837,50,153.57
-99de8ba2-f154-4c10-bbbd-7353f94b0ea2,50,44.11
-99f2fae3-a235-4bd0-ba44-953a3f6244e4,70,18.18
-9a6f17e5-f8c5-4cb4-a264-136c1ea4669a,50,72.7
-9aa457ff-63d1-4ded-8003-73b1131c713a,50,29.29
-9bc55102-c7d9-463a-ba07-9203f28a0479,50,16.24
-9c5da19d-6c43-4804-8a58-2af9d83cbf47,70,463.32
-9d12183c-5ad2-4156-832c-571ceebf5afb,50,60.45
-9d5893fb-2c40-4995-948e-fa7b9d6be782,50,108.16
-9d957215-fdeb-4463-ba94-b07ddc4c8681,50,17.61
-9dac4e51-2ffa-489d-a92d-ece1b945673f,50,11.09
-9dadec3c-dfa8-4baa-b2da-a86ce66ebac1,50,9.55
-9db8c8d8-dc57-42cd-9f69-d8781a3d0de8,70,136.42
-9dc4513c-af80-4dcc-b9cf-f894ca930d94,50,143.34
-9defc805-14fa-497f-9d1f-c2b15435944b,50,14.43
-9e333978-9239-407b-9f28-ebbb4b39be36,70,20.26
-9e8786fa-a8a2-48a3-a7c8-90cc0acee6e1,50,29.77
-9f5ce4ee-50ac-42d8-b7bd-94f0a7aebf70,70,14.9
-9f72b533-cdea-4153-b2eb-752d051ea12b,60,16.03
-a05f90e1-2028-4d27-808b-fd4551cf0540,50,86.73
-a09c9a3c-d5b4-4d35-9e14-e92f005c13de,50,34.2
-a0fe47da-5855-4cbb-b0bf-3df4a1688dc8,50,18.81
-a1835d2e-00a2-45a5-a143-1c0a1d3c61ed,50,22.11
-a208bc1a-452d-4bb0-a725-fcf74381a1c0,50,38.78
-a247e066-bb1e-49b7-a66b-c04834b2deff,60,37.67
-a24fb1b9-f2c1-4e24-a786-05c4f71aa6ef,50,45.04
-a2d0febf-057b-401e-a720-58fa5d9dc238,50,103.38
-a2f512e0-e402-47a3-a4e7-55a034b250aa,50,62.91
-a3cf5e25-ba90-4705-8881-01f692bbf44a,50,26.94
-a43268dc-9e77-44cd-ade7-a219f8be47b0,50,13.08
-a43eaab0-06d4-4169-aa3d-cbc21d336f35,50,25.63
-a45e6369-b2fe-4a13-bee8-22923cd07bb7,50,63.55
-a4cb1565-c6be-4a29-81d6-0f1a678c8d84,50,46.0
-a5a87a17-841e-4dbd-b052-3b8bdaf8a14d,50,42.75
-a5e89b7d-bff0-422d-87c4-37ea710cf101,70,6.34
-a7309f09-6bdd-4f27-83f9-35f42d473eda,50,322.88
-a78a1dbe-d139-45cb-a373-f27afc782af5,70,226.52
-a89cae7b-1b62-43e2-8544-2fa6cb80aa4c,50,21.4
-a8e8945a-4231-453a-b0e0-a6166fb23081,50,42.12
-a94f1d71-12f8-4017-ba08-97346245fa1a,30,10.11
-aa72e44d-49df-4862-abca-1095d616b913,50,29.86
-aaeeb4db-aefa-46d8-b373-f86aa7f132b0,50,10.12
-aaf4745d-398c-4f65-87d0-06e35d6804f2,50,25.98
-ab9ba420-2d31-44c2-9571-192142cad04d,50,72.03
-ac4a1246-148a-4bb4-9473-ca7a47f72a82,50,55.87
-ac765ec5-35eb-4644-8b7d-26f88c003f15,50,43.48
-ad245e3f-2cd4-4c9e-b410-796ed2fe64a6,50,8.2
-ad2804b6-cf92-4aed-9969-af262118ac2b,50,6.21
-ad4c5549-6c75-4acc-9c4b-9fbf2e7830d7,50,11.68
-aee57d1b-9fe0-4627-85f2-ff043c857e71,50,56.26
-aeefbd72-85ed-4aa6-b040-7fa81b2a5b3a,50,16.43
-af3ff751-eddc-4f94-9f80-435051d44ae7,50,21.65
-af56bf6e-4593-4d23-a549-120415c89611,50,21.8
-af6ffeb4-c20c-4ff6-b2b1-e018f711a515,50,28.66
-af8f0b15-bc8e-4224-8716-f47a0d2b8e07,50,17.04
-af9ce285-dd2d-41de-9555-eeb3cca6cc8d,50,54.21
-b0c907cf-04b3-4e15-bf2e-625008a06021,50,10.28
-b12fbc30-e0ad-4661-b2b4-59074dedf45b,50,15.9
-b17d5bee-5559-4b95-b35b-c9864bbef1b2,50,32.86
-b1e93406-f535-4f85-9479-dbb22cc18b10,50,3.84
-b24983d6-d837-446b-8417-f3b1d6a95461,50,5.53
-b24c2e6e-2b2e-482a-a020-2bfd2e356afa,50,27.11
-b26f05f4-1507-4873-873a-1cdae964d37f,50,29.77
-b2dbad2a-ad81-4506-a129-2c337ce83929,60,157.86
-b2dd346a-f188-4a16-85d4-5554b383b299,70,117.77
-b2ec1939-35d3-4258-ae02-606b237c717a,50,21.77
-b4403168-d491-4ebe-b126-d2c3f8e9482f,70,38.28
-b4e8a0d9-b5f0-4c0b-afd9-d42fa09e94f5,50,85.9
-b4fe5267-f055-4ff3-b88a-2e68dd294b46,50,16.67
-b5927b16-91e1-4881-8dea-e2bc344f8404,50,15.22
-b5e4d985-c7ea-49a1-abe6-f9de800a48ad,50,21.28
-b66f74e0-e3fc-48ba-a319-1cf4f38bfd63,50,59.39
-b7004f78-2c0b-47a9-b6fc-c9dec2f89c1b,50,30.32
-b7ec62b2-935f-4cbb-84fe-932852d157e8,50,34.0
-b8485620-6731-4838-937c-936eeac51d00,50,17.07
-b863691b-2da3-481a-ad6b-b5afaa4ba68d,50,15.5
-b86b352c-565d-46c3-8fab-969b08d5e240,50,20.18
-b8dd4634-cec7-4db6-b5dd-85810e43db6d,70,73.67
-b8df604e-315d-4c15-950c-25ee2c7aa4e2,50,21.76
-b8e95a6d-f632-4630-8c78-d4cc2f79376f,50,12.36
-bada8e31-8081-494c-990e-007b9c141710,50,69.75
-bb197ff6-95fe-4f50-9e0d-11271a4c3b9b,50,69.74
-bba1a15b-504a-4661-84e1-def7e25830f0,50,32.48
-bbac41b4-b8c2-4d15-870b-d7ce765b3d35,50,21.36
-bbde60a9-3bf3-4c50-a0d1-c8edbe780f09,50,63.61
-bca8edec-6b86-4c3c-9dfd-e08b3ecf606a,70,38.86
-bd7be06f-0504-4040-8b98-a42621e347e0,50,17.72
-bde31ecc-2f9c-4edf-94da-b9a61091255b,50,19.69
-be1649d7-db1c-49d3-8c48-7e2c7248bc4f,50,31.46
-be5080ea-8017-4a5e-85c2-68d526a67e9a,50,155.9
-be6f8fe4-3723-425f-ac56-f356ceb90968,50,23.64
-bea0d0d0-90ea-457f-a52c-c89f48c1919e,50,29.95
-bee462e8-e01b-488d-b373-01eef95a1e87,50,207.86
-bee6df18-30e0-4903-a2e7-de815dc8c170,50,8.68
-bf86f0f0-bbe2-4436-95a0-babd5bf86f1c,50,22.12
-c06b4e60-084b-4c23-9549-c39916d99f45,50,82.07
-c0a33d96-d0d3-47de-a81a-6e5fe831e660,50,17.0
-c1064474-834e-4c89-a3a3-3397189ec46b,50,151.72
-c1d47e43-649e-4607-b8d5-6fb56dcad744,50,218.59
-c29587bf-c9cd-4fc3-8468-40cd0b78e993,50,36.16
-c31e00cf-7040-4f0e-8494-d4f227f2bad2,60,159.99
-c3402a56-54af-411c-bb53-a60d06aff610,50,123.54
-c38bce69-c943-4fbe-a3b1-ed801647aecc,50,30.59
-c3fbbb10-1195-41f6-b1b3-42578ab7ca38,70,218.54
-c5707d70-ec3b-436d-bcb1-b19f293442d6,50,62.38
-c572dced-488d-4276-b433-ba58551a0225,50,138.61
-c64ef65e-057f-4f20-b4b1-2cce456c676a,50,115.7
-c6d9d123-0190-48c4-9c43-e49ac6755b3d,50,15.44
-c6f5d5ec-0d11-4b00-a95d-1d37ad1cfe2f,50,22.79
-c70a6de1-3097-4556-ad96-45abefc79fc4,50,81.69
-c75d656b-438e-4e59-ab42-dbb29fb9ea56,50,12.4
-c7bfbba5-77ca-45cb-9b51-5644b5d795bf,50,84.35
-c80d20b3-1622-496f-af92-d78f471c261d,50,40.11
-c8d0eeeb-f4d2-42f8-8789-d7a6c1d60a46,50,70.45
-c8f13561-b235-4eec-ad2a-dd9cdaf25d5b,50,132.11
-c940ee13-1853-465e-af18-41e7d66eb2ee,50,90.04
-c99c6979-94b4-49f2-8381-019e9209bd93,50,37.82
-ca8cb4cf-633f-4729-bd4b-9a4989f1b7d3,50,49.93
-cb7f1ce4-2686-439a-9e06-f358f81127b6,50,49.07
-cc1ba1dd-5077-4462-a66a-2f35b17041cf,50,9.24
-cc29f594-8099-4fb9-aed2-c80450cda709,50,245.09
-cc9f0c74-e587-4f7c-8fec-d8723ea770af,50,83.41
-ccd6c356-9e99-4231-be00-95ba756f9e4a,50,36.07
-cd65c080-6fe5-4cfd-8e54-fd5d29598a93,50,44.89
-cd6bf10c-217e-4ad9-b88a-b385e0bce75c,50,40.63
-ce4d29c3-60b3-4966-a682-ca176e109bc1,50,106.88
-ce6d28e0-50b1-476e-911a-01f6244bbd81,50,9.47
-cec8b5f4-7786-4cac-8f45-2bd19d7a3c94,50,23.32
-cf233645-f23a-4f6f-aad1-8ec77cbf5cfb,50,64.67
-cf41282b-b5e7-4179-8d84-2de42ce3676e,50,5.92
-cf85bd50-3213-42c0-8c53-ae196ca757af,40,9.84
-cf894374-add2-43bc-a696-656288b99227,70,242.43
-d07c5837-d04f-4aef-a69f-b561a8fa0ea6,50,23.79
-d0c8af08-c8af-4e12-abd6-4fad418999d2,50,13.74
-d0c93887-5a89-4530-a82f-cdfe9896c8c7,50,44.64
-d0dd5a1b-1340-4d51-9a7c-20d29a1b8183,50,16.53
-d0e874b5-53d7-4b96-99b5-4a6ba3ae63e2,50,10.57
-d18bd6ac-72bc-499a-b1e4-46e3061c3868,50,109.48
-d1fa39b6-535b-4a75-a0aa-96162758aac7,70,27.66
-d1fa7941-5180-4516-992c-4dbecce290be,50,45.81
-d2011719-6cf4-4db4-92b4-d3c5917c4e13,50,115.4
-d28d77e0-9f36-4d70-9ec6-83fe494f2bd1,70,6.58
-d2a7828f-435b-43bc-b63b-db29d0d771d5,50,13.11
-d2b64cff-4919-4b18-bb3d-b349fc2d77a4,50,23.03
-d2d1de37-0839-4211-9299-f9325dc72261,50,26.28
-d2dfaa10-1370-4f06-8b85-7802a55fb84c,50,47.25
-d3dd8a80-60c0-41e3-aadc-e60825e10830,40,13.04
-d3ea4d1d-d65a-4dfd-8b13-8318efd555ee,50,51.5
-d3eb43ff-6853-4322-a4c0-47c660f46d3c,50,33.18
-d44206dd-1a9f-4f6b-9f02-064d20281315,50,44.86
-d46e8294-df4e-4ce4-8b81-8b78eb42eb20,50,27.23
-d48e374f-6901-47f5-8ac4-f565a37e63ad,50,8.35
-d555a843-6ccb-4c1a-8399-21b9b1e34907,50,35.32
-d58daafa-3dd3-4442-8912-52b1177e73d6,30,49.72
-d5906553-a085-4a6d-acc9-28c686f8d210,50,28.14
-d63442cd-3883-49a7-9855-d2ff53f4a253,50,18.55
-d672ba7e-112d-4893-a70c-080a864d9a48,50,62.65
-d67cc299-3275-4add-93d2-56c0f752bb0a,40,4.07
-d6b316ab-fe7d-4909-b46b-f8194f1c8c76,50,56.54
-d75fb80d-6659-4312-b267-7259d768a049,50,10.62
-d77e9d6e-82ef-4ca0-86e0-bb3d43691deb,70,12.15
-d78b6839-9ccc-46a6-8c3d-513b49ed2584,50,39.53
-d7bbee5f-8587-411b-b25d-83ea55e024e4,50,35.81
-d8252957-29d9-4906-a6cf-a6d493fc21e7,50,5.25
-d897b867-b402-4a7b-8e9c-a7a944f6ddb1,50,10.09
-d924175b-2e7c-4907-bf93-08978871e24d,50,9.0
-d927a0a7-f33b-49af-ab45-37fdf76025e4,50,11.7
-da8feb37-2bd7-4a25-bf74-d1c581102a54,50,61.98
-dabf0165-3d18-407d-a885-493094635ca3,50,216.35
-db5aef9a-a8b0-4b4c-8d23-f70f6a309b9c,70,24.98
-dbf23f5e-9848-43ca-ad7c-c0ae79ac3c80,70,16.22
-dc14da68-646f-4327-aa47-f8562727debd,50,122.46
-dc2f64ae-c89a-431e-8cc4-85b4d3a0f3c3,50,15.81
-dc9d6059-5603-4ad7-884e-8152dcaa67fe,50,44.42
-dcd80201-f968-43c3-92e5-152bc0db9190,50,76.67
-ddb496a1-b4a0-4d06-984a-bdcfc8ebd331,50,15.13
-ddd10448-217d-4ff0-a4a6-8c278cba1b3d,50,72.15
-ddddb8cf-1bb6-4122-afc8-23e4640bceca,50,17.17
-ddf22595-51f1-4cb9-b1ac-e35270933035,50,15.13
-ddf48ac6-61fe-485d-863d-06d6b13f299a,50,18.91
-deb95a78-1148-4343-a8b0-473fc5312e00,50,38.81
-def88673-87a7-499d-a399-dc0c5a19cea9,50,9.17
-df910a2d-251b-439c-8645-5f157eb728d1,50,44.88
-dfbab884-4970-4e5c-ae43-896096f9b6cf,50,8.5
-dfe9bc61-2fc5-4dac-8f46-ddbf39f58cf9,50,10.3
-e0fd0361-f1b1-4dc9-8800-4f2806eaa1f5,50,48.06
-e21c1b12-d906-48a3-902d-bdc7e20f2bca,50,49.7
-e26e3232-0cd4-45b9-8b71-7fd3708d237f,50,16.49
-e2e0075e-1af4-43ae-9186-607f7687d744,50,126.96
-e31f5687-3fb4-487e-9d03-a12c093253ac,50,9.99
-e3656e0d-60c2-4c3a-9965-37e6e680ad12,50,28.1
-e3c8d4d9-75ab-4c38-b797-9d72797b5942,50,26.97
-e4301c07-ea17-496c-8d49-72390abbadf6,50,104.2
-e4c24114-2a58-4135-bcc3-4e480b5d1005,70,16.16
-e5351be5-7a0c-4082-b505-57a0e8e3a74d,50,20.04
-e65f71ec-42d6-4164-8b76-785cdb43f829,50,10.68
-e6727d32-8438-46f4-9d1a-0f13c2b43680,50,27.7
-e6897575-9938-4cca-bdb5-7149d3232bb7,50,44.37
-e6d070ca-bdef-424d-afd3-5d51df2dc89a,50,104.29
-e754d386-ef64-4862-b08a-4f2b1011c00a,50,127.05
-e7777060-0856-44ff-9130-b7a96f3c1038,50,58.68
-e7a02ff0-bcb0-48da-8025-c890a17105ca,50,16.11
-e88667b6-1c79-4655-b506-693eb0fc0ebf,50,35.96
-e8a25238-70e2-4ac0-8f2c-4ace4783a9eb,50,78.37
-e91491bb-f92a-4a4d-8903-70f55e6dce2e,50,170.09
-e91f9060-c198-4d48-b163-f48b93a8e8b3,50,19.71
-e99c0a86-6fb8-4a06-9a02-ee1c2f690065,50,19.25
-e9f15192-ce6b-4c67-938e-8cfe1240bc41,50,22.35
-ea418727-f876-435d-8658-51e8b9f9798b,70,182.93
-ea8a5ab0-5799-4d8f-8995-53638d304c20,70,9.15
-ea923d36-7e6d-404c-b3e0-fd5ff79fabd1,50,67.41
-eb620546-2f37-48f4-b866-ed4c9c526113,50,58.19
-eb796a30-9ecd-4895-99b6-6d44e387e212,50,18.95
-ec2d1ea0-0d9a-4d99-8437-142e56772c5f,50,69.97
-ed22a840-782e-4b7c-b67a-51179fd4aee7,50,17.21
-ed23e35d-2775-4272-8665-ac60bd9e8896,30,31.06
-ed2e484a-66e8-4b4a-971f-d0be780b3162,50,26.77
-eddecbd2-7b94-4d43-afda-eb37d4fbda76,50,29.63
-eecabaef-1c25-43c2-bcc6-0cf70faa8cef,50,90.86
-eee6d492-48be-4e19-a9c4-625d9bf624bd,50,90.31
-ef00e379-776b-4f65-85e0-a9a962537528,50,175.07
-f0483531-3bb6-4f51-8e14-5d59827353b9,50,39.87
-f0dc6fcc-f8f2-48c7-ba52-909889511ff5,50,21.73
-f1e0c729-2b1d-43fc-bc58-6c707b672ac9,50,5.44
-f203526f-f815-4cb8-ab22-1c0fca77eb46,30,54.07
-f243bcd6-c28e-435d-a18d-cca05c88cc6d,50,38.07
-f2668244-52f4-40ce-900b-68ff28d821a0,50,16.24
-f2d6258d-224d-4263-80c1-10cb073f2a07,50,5.83
-f33b48aa-c6bf-4e5c-84b8-3358ad7dea74,50,30.91
-f34147b9-d46c-42ad-bb51-2520577dbd8d,50,62.9
-f3e34de5-47d4-4389-9c15-b63cc0f5bc8b,50,23.5
-f43b0574-616c-4234-bba1-efb000a0a26c,90,98.43
-f4402f65-e20e-483b-bae5-f4f149eee2c4,50,113.64
-f472eb7d-474c-4c06-8dc5-b9f357123a7d,70,36.65
-f4a96d3a-0ace-484c-8e30-ccf6685ed86f,50,4.94
-f4e1c730-1403-4865-9ce2-e7338e2272ab,50,113.31
-f62cb115-3c36-48e6-ad72-766abb96d565,50,35.63
-f7389762-f1fa-4031-8271-84ca0893cfe2,50,61.42
-f8d4ce08-7e54-4a10-b3ad-8190a6928f9e,50,28.58
-f9306aec-f85b-473e-80d8-f5184ade0190,50,6.04
-f99d63f2-cc99-4ed4-b3dd-068ccbaa3d46,50,23.11
-f9a6dcbb-96a9-4314-9c3a-34528a0b76bf,70,50.12
-f9dc6385-89bf-440a-ae7d-57c69a9ef588,50,13.66
-f9fb7790-c909-4d79-8e30-dfbc4dc14aeb,50,48.43
-fa40a98a-c755-4d92-8713-e3a45c89f8a7,50,15.55
-fa70cd10-a105-4a94-bcbb-cf3f81329e00,50,8.5
-fc6a545d-fd2f-45c8-8ed6-08906c1d609e,70,216.62
-fcd4da42-e9fc-4517-a937-2ca1e38ed365,50,43.73
-fdb57d5a-b6cc-487b-865b-756b4723437f,60,78.89
-fe1187c1-8add-4745-a140-2e1edca6f26d,50,103.3
-febf5da2-1fde-444e-9208-70fdb3149b8f,70,132.92
-fee9c139-4915-4324-8ffb-083b7b710966,50,40.25
-ff5a6002-c093-464c-ae20-42acf32ecd9a,60,161.25
-ff6b422a-535a-4d9f-86f0-be7291dd9f58,50,18.03
-ff7a83fc-df8b-4aca-ac4b-999c79d2f831,50,33.16
-ffd07ef6-0272-446c-9432-8650838877a2,50,38.27
00004855-3100-0400-0000-000000001281,50,322.38
00004855-3100-0400-0000-000000003502,40,129.28
00004855-3100-0400-0000-000000003524,45,159.16
00004855-3100-0400-0000-00000000fa5b,50,151.49
00004855-3100-0400-0000-00000001275b,45,174.62
00004855-3100-0400-0000-00000001383c,50,57.69
00004855-3100-0400-0000-00000001383f,50,105.35
00004855-3100-0400-0000-000000013a03,60,68.75
00004855-3100-0400-0000-000000013a09,50,67.09
00004855-3100-0400-0000-000000013a0b,50,59.38
00004855-3100-0400-0000-000000013a0c,50,69.65
00004855-3100-0400-0000-000000013a0d,50,87.39
00004855-3100-0400-0000-000000013a0e,50,188.54
00004855-3100-0400-0000-000000013a47,30,137.68
00004855-3100-0400-0000-000000013a56,50,8.66
00004855-3100-0400-0000-000000013aef,50,14.7
00004855-3100-0400-0000-000000014307,50,119.12
00004855-3100-0400-0000-00000001431a,50,56.74
00004855-3100-0400-0000-0000000143ad,50,221.68
00004855-3100-0400-0000-0000000143ae,50,55.95
00004855-3100-0400-0000-0000000143af,50,48.42
00004855-3100-0400-0000-0000000143b0,50,132.68
00004855-3100-0400-0000-0000000143b3,40,75.92
00004855-3100-0400-0000-0000000143c5,50,37.64
00004855-3100-0400-0000-0000000143df,50,13.3
00004855-3100-0400-0000-00000001446e,50,245.59
00004855-3100-0400-0000-00000001446f,50,51.95
00004855-3100-0400-0000-000000014470,50,34.2
00004855-3100-0400-0000-000000014471,50,163.48
00004855-3100-0400-0000-000000014475,50,60.24
00004855-3100-0400-0000-000000014476,50,170.87
00004855-3100-0400-0000-000000014477,50,58.93
00004855-3100-0400-0000-00000001447c,50,9.74
00004855-3100-0400-0000-00000001447d,50,86.64
00004855-3100-0400-0000-00000001447e,50,88.21
00004855-3100-0400-0000-000000014480,50,46.52
00004855-3100-0400-0000-000000014486,50,29.22
00004855-3100-0400-0000-000000014487,50,59.72
00004855-3100-0400-0000-000000014488,50,73.7
00004855-3100-0400-0000-000000014489,50,52.58
00004855-3100-0400-0000-00000001448d,50,193.91
00004855-3100-0400-0000-00000001448e,50,19.53
00004855-3100-0400-0000-000000014495,50,125.48
00004855-3100-0400-0000-00000001449a,50,97.04
00004855-3100-0400-0000-00000001449c,50,45.26
00004855-3100-0400-0000-00000001449d,50,43.03
00004855-3100-0400-0000-0000000144a3,45,43.07
00004855-3100-0400-0000-0000000144a4,50,95.33
00004855-3100-0400-0000-0000000144a5,50,67.2
00004855-3100-0400-0000-0000000144b4,50,226.13
00004855-3100-0400-0000-000000014519,50,86.8
00004855-3100-0400-0000-00000001451a,50,41.12
00004855-3100-0400-0000-00000001451b,50,37.32
00004855-3100-0400-0000-00000001451c,50,76.3
00004855-3100-0400-0000-00000001451e,50,358.61
00004855-3100-0400-0000-00000001451f,50,135.22
00004855-3100-0400-0000-000000014520,50,129.27
00004855-3100-0400-0000-000000014521,50,124.24
00004855-3100-0400-0000-000000014522,50,55.49
